醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,70,1,0,0,否,2026-04-28 10:05:39
台大兒醫,0,0,0,0,否,2026-04-28 10:05:39
三總,39,2,0,0,否,2026-04-28 10:05:39
北榮,24,3,0,0,否,2026-04-28 10:05:39
台北國泰,9,1,0,1,否,2026-04-28 10:05:40
台北馬偕,49,4,0,2,否,2026-04-28 10:05:40
馬偕兒醫,-,-,-,-,否,2026-04-28 10:05:40
新光,23,3,0,0,是,2026-04-28 10:05:40
亞東,34,9,24,1,否,2026-04-28 10:05:40
台北慈濟,29,1,0,0,否,2026-04-28 10:05:40
淡水馬偕,24,0,0,4,否,2026-04-28 10:05:40
萬芳,38,2,0,2,否,2026-04-28 10:05:40
部立雙和,18,1,0,0,否,2026-04-28 10:05:40
臺大新竹,24,1,10,1,是,2026-04-28 10:05:40
林口長庚,110,1,0,4,否,2026-04-28 10:05:40
中榮,23,1,0,1,否,2026-04-28 10:05:40
彰基,33,1,0,1,否,2026-04-28 10:05:40
彰基兒醫,-,-,-,-,否,2026-04-28 10:05:40
中國兒醫,-,-,-,-,否,2026-04-28 10:05:40
中山附醫,19,1,0,1,否,2026-04-28 10:05:40
中國附醫,27,3,0,4,否,2026-04-28 10:05:40
成大,52,4,18,4,是,2026-04-28 10:05:40
永康奇美,37,8,0,3,否,2026-04-28 10:05:40
高雄榮總,30,1,0,0,否,2026-04-28 10:05:40
高雄長庚,26,3,0,1,否,2026-04-28 10:05:40
義大醫院,39,0,0,0,否,2026-04-28 10:05:40
高醫,50,3,3,1,否,2026-04-28 10:05:40
花蓮慈濟,40,0,0,3,否,2026-04-28 10:05:40
