醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,103,2,0,4,是,2026-02-28 03:05:30
台大兒醫,0,0,0,0,否,2026-02-28 03:05:30
三總,15,1,0,4,否,2026-02-28 03:05:30
北榮,23,1,0,0,否,2026-02-28 03:05:30
台北國泰,5,1,0,1,否,2026-02-28 03:05:30
台北馬偕,21,2,0,1,否,2026-02-28 03:05:30
馬偕兒醫,-,-,-,-,否,2026-02-28 03:05:30
新光,8,1,0,0,否,2026-02-28 03:05:30
亞東,23,3,16,0,否,2026-02-28 03:05:30
台北慈濟,2,3,0,2,否,2026-02-28 03:05:30
淡水馬偕,11,3,0,4,否,2026-02-28 03:05:30
萬芳,17,8,0,0,否,2026-02-28 03:05:30
部立雙和,3,2,0,0,否,2026-02-28 03:05:30
臺大新竹,22,0,0,0,否,2026-02-28 03:05:30
林口長庚,65,7,0,9,否,2026-02-28 03:05:30
中榮,10,0,0,0,否,2026-02-28 03:05:30
彰基,2,3,0,1,否,2026-02-28 03:05:30
彰基兒醫,-,-,-,-,否,2026-02-28 03:05:30
中國兒醫,-,-,-,-,否,2026-02-28 03:05:30
中山附醫,9,5,0,2,否,2026-02-28 03:05:30
中國附醫,7,7,0,2,否,2026-02-28 03:05:30
成大,64,5,20,4,是,2026-02-28 03:05:30
永康奇美,17,2,0,2,否,2026-02-28 03:05:31
高雄榮總,17,1,0,3,否,2026-02-28 03:05:31
高雄長庚,38,1,0,3,否,2026-02-28 03:05:31
義大醫院,1,2,0,0,否,2026-02-28 03:05:31
高醫,17,3,0,0,否,2026-02-28 03:05:31
花蓮慈濟,20,1,0,1,否,2026-02-28 03:05:31
