醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,90,3,0,2,否,2026-03-17 03:28:50
台大兒醫,0,0,0,0,否,2026-03-17 03:28:50
三總,44,0,0,4,否,2026-03-17 03:28:50
北榮,35,6,0,0,否,2026-03-17 03:28:50
台北國泰,20,0,7,1,是,2026-03-17 03:28:50
台北馬偕,50,2,0,4,否,2026-03-17 03:28:51
馬偕兒醫,-,-,-,-,否,2026-03-17 03:28:51
新光,13,1,0,0,否,2026-03-17 03:28:51
亞東,49,4,32,3,是,2026-03-17 03:28:51
台北慈濟,16,1,0,2,否,2026-03-17 03:28:51
淡水馬偕,23,1,0,6,否,2026-03-17 03:28:51
萬芳,15,2,0,0,否,2026-03-17 03:28:51
部立雙和,28,3,1,0,否,2026-03-17 03:28:51
臺大新竹,15,3,0,0,否,2026-03-17 03:28:51
林口長庚,120,6,23,9,否,2026-03-17 03:28:51
中榮,30,2,0,2,否,2026-03-17 03:28:51
彰基,21,4,0,1,否,2026-03-17 03:28:51
彰基兒醫,-,-,-,-,否,2026-03-17 03:28:51
中國兒醫,-,-,-,-,否,2026-03-17 03:28:51
中山附醫,23,0,0,1,否,2026-03-17 03:28:51
中國附醫,36,2,0,2,否,2026-03-17 03:28:51
成大,78,1,43,2,是,2026-03-17 03:28:51
永康奇美,68,5,1,0,是,2026-03-17 03:28:51
高雄榮總,42,3,0,2,否,2026-03-17 03:28:51
高雄長庚,61,2,0,2,否,2026-03-17 03:28:51
義大醫院,19,2,0,1,否,2026-03-17 03:28:51
高醫,60,6,17,7,是,2026-03-17 03:28:51
花蓮慈濟,51,1,0,0,否,2026-03-17 03:28:51
