醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,63,1,0,0,是,2026-04-27 10:06:14
台大兒醫,0,0,0,0,否,2026-04-27 10:06:14
三總,26,2,0,0,否,2026-04-27 10:06:14
北榮,16,6,0,2,否,2026-04-27 10:06:14
台北國泰,8,0,0,2,否,2026-04-27 10:06:15
台北馬偕,47,3,0,4,否,2026-04-27 10:06:15
馬偕兒醫,-,-,-,-,否,2026-04-27 10:06:15
新光,17,3,0,0,是,2026-04-27 10:06:15
亞東,29,8,16,1,否,2026-04-27 10:06:15
台北慈濟,20,2,0,2,否,2026-04-27 10:06:15
淡水馬偕,19,2,0,5,否,2026-04-27 10:06:15
萬芳,33,3,0,2,否,2026-04-27 10:06:15
部立雙和,15,3,0,1,否,2026-04-27 10:06:15
臺大新竹,15,0,10,0,是,2026-04-27 10:06:15
林口長庚,75,1,0,5,否,2026-04-27 10:06:15
中榮,26,1,0,4,否,2026-04-27 10:06:15
彰基,22,1,0,0,否,2026-04-27 10:06:15
彰基兒醫,-,-,-,-,否,2026-04-27 10:06:15
中國兒醫,-,-,-,-,否,2026-04-27 10:06:15
中山附醫,20,3,0,0,否,2026-04-27 10:06:15
中國附醫,26,4,0,3,否,2026-04-27 10:06:15
成大,56,3,40,3,是,2026-04-27 10:06:15
永康奇美,42,3,0,0,否,2026-04-27 10:06:15
高雄榮總,13,0,0,0,否,2026-04-27 10:06:15
高雄長庚,29,0,0,3,否,2026-04-27 10:06:15
義大醫院,24,2,0,0,否,2026-04-27 10:06:15
高醫,39,2,0,2,否,2026-04-27 10:06:15
花蓮慈濟,47,1,0,0,否,2026-04-27 10:06:15
