醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,54,2,0,1,否,2026-04-03 08:42:03
台大兒醫,0,0,0,0,否,2026-04-03 08:42:03
三總,13,1,0,0,否,2026-04-03 08:42:03
北榮,8,1,0,1,否,2026-04-03 08:42:03
台北國泰,6,0,0,1,否,2026-04-03 08:42:03
台北馬偕,20,2,0,2,否,2026-04-03 08:42:03
馬偕兒醫,-,-,-,-,否,2026-04-03 08:42:03
新光,3,2,0,0,否,2026-04-03 08:42:03
亞東,10,5,13,1,否,2026-04-03 08:42:03
台北慈濟,1,2,0,1,否,2026-04-03 08:42:03
淡水馬偕,9,1,0,3,否,2026-04-03 08:42:03
萬芳,23,5,0,1,否,2026-04-03 08:42:03
部立雙和,10,2,0,0,否,2026-04-03 08:42:03
臺大新竹,15,0,0,0,否,2026-04-03 08:42:03
林口長庚,29,1,0,5,否,2026-04-03 08:42:03
中榮,2,0,0,1,否,2026-04-03 08:42:03
彰基,1,1,0,1,否,2026-04-03 08:42:03
彰基兒醫,-,-,-,-,否,2026-04-03 08:42:03
中國兒醫,-,-,-,-,否,2026-04-03 08:42:03
中山附醫,8,1,0,1,否,2026-04-03 08:42:03
中國附醫,5,3,0,4,否,2026-04-03 08:42:03
成大,19,1,0,0,否,2026-04-03 08:42:03
永康奇美,11,7,0,0,否,2026-04-03 08:42:03
高雄榮總,3,1,0,1,否,2026-04-03 08:42:04
高雄長庚,5,1,0,4,否,2026-04-03 08:42:04
義大醫院,0,3,0,0,否,2026-04-03 08:42:04
高醫,22,4,0,3,否,2026-04-03 08:42:04
花蓮慈濟,3,1,0,0,否,2026-04-03 08:42:04
