醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,69,0,0,1,否,2026-03-30 09:03:12
台大兒醫,0,0,0,0,否,2026-03-30 09:03:12
三總,37,2,0,4,否,2026-03-30 09:03:12
北榮,23,1,0,1,否,2026-03-30 09:03:12
台北國泰,20,1,12,2,是,2026-03-30 09:03:12
台北馬偕,36,2,0,1,否,2026-03-30 09:03:12
馬偕兒醫,-,-,-,-,否,2026-03-30 09:03:12
新光,21,0,0,0,否,2026-03-30 09:03:12
亞東,25,2,17,3,否,2026-03-30 09:03:12
台北慈濟,18,3,0,2,否,2026-03-30 09:03:12
淡水馬偕,22,0,0,4,否,2026-03-30 09:03:12
萬芳,27,4,0,1,否,2026-03-30 09:03:12
部立雙和,40,4,0,1,否,2026-03-30 09:03:12
臺大新竹,14,0,5,2,否,2026-03-30 09:03:12
林口長庚,74,4,8,6,否,2026-03-30 09:03:12
中榮,18,2,0,2,否,2026-03-30 09:03:12
彰基,13,4,0,5,否,2026-03-30 09:03:12
彰基兒醫,-,-,-,-,否,2026-03-30 09:03:12
中國兒醫,-,-,-,-,否,2026-03-30 09:03:12
中山附醫,14,1,0,0,否,2026-03-30 09:03:12
中國附醫,11,6,0,1,否,2026-03-30 09:03:12
成大,60,3,11,1,是,2026-03-30 09:03:12
永康奇美,40,0,0,1,否,2026-03-30 09:03:13
高雄榮總,35,2,0,1,否,2026-03-30 09:03:13
高雄長庚,91,0,0,3,否,2026-03-30 09:03:13
義大醫院,16,5,0,1,否,2026-03-30 09:03:13
高醫,34,2,0,0,否,2026-03-30 09:03:13
花蓮慈濟,43,0,0,0,是,2026-03-30 09:03:13
