醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,83,2,0,1,否,2026-03-28 03:31:46
台大兒醫,0,0,0,0,否,2026-03-28 03:31:46
三總,53,0,0,6,否,2026-03-28 03:31:46
北榮,25,3,0,2,否,2026-03-28 03:31:46
台北國泰,17,0,0,1,否,2026-03-28 03:31:46
台北馬偕,42,7,0,2,否,2026-03-28 03:31:46
馬偕兒醫,-,-,-,-,否,2026-03-28 03:31:46
新光,11,0,0,0,否,2026-03-28 03:31:46
亞東,11,7,22,1,否,2026-03-28 03:31:46
台北慈濟,1,2,0,0,否,2026-03-28 03:31:46
淡水馬偕,17,2,0,3,否,2026-03-28 03:31:47
萬芳,23,2,0,2,否,2026-03-28 03:31:47
部立雙和,3,2,0,0,否,2026-03-28 03:31:47
臺大新竹,19,1,0,0,否,2026-03-28 03:31:47
林口長庚,79,6,0,3,否,2026-03-28 03:31:47
中榮,19,1,0,6,否,2026-03-28 03:31:47
彰基,8,1,0,3,否,2026-03-28 03:31:47
彰基兒醫,-,-,-,-,否,2026-03-28 03:31:47
中國兒醫,-,-,-,-,否,2026-03-28 03:31:47
中山附醫,19,1,0,0,否,2026-03-28 03:31:47
中國附醫,18,4,0,3,否,2026-03-28 03:31:47
成大,56,2,0,1,否,2026-03-28 03:31:47
永康奇美,31,2,0,1,否,2026-03-28 03:31:47
高雄榮總,34,2,0,1,否,2026-03-28 03:31:47
高雄長庚,63,5,0,2,否,2026-03-28 03:31:47
義大醫院,5,0,0,1,否,2026-03-28 03:31:47
高醫,31,0,0,0,否,2026-03-28 03:31:47
花蓮慈濟,35,0,0,0,是,2026-03-28 03:31:47
