醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,99,4,0,2,否,2026-04-13 04:15:51
台大兒醫,0,0,0,0,否,2026-04-13 04:15:51
三總,49,0,0,4,否,2026-04-13 04:15:51
北榮,39,4,0,2,否,2026-04-13 04:15:51
台北國泰,25,3,15,2,是,2026-04-13 04:15:51
台北馬偕,53,1,0,3,否,2026-04-13 04:15:51
馬偕兒醫,-,-,-,-,否,2026-04-13 04:15:51
新光,12,2,0,0,是,2026-04-13 04:15:51
亞東,35,5,30,3,否,2026-04-13 04:15:51
台北慈濟,26,2,0,0,否,2026-04-13 04:15:51
淡水馬偕,20,3,0,3,否,2026-04-13 04:15:51
萬芳,33,2,0,3,否,2026-04-13 04:15:51
部立雙和,50,2,8,0,否,2026-04-13 04:15:51
臺大新竹,23,0,5,1,是,2026-04-13 04:15:51
林口長庚,140,2,14,1,是,2026-04-13 04:15:51
中榮,28,3,0,8,否,2026-04-13 04:15:52
彰基,24,3,0,6,否,2026-04-13 04:15:52
彰基兒醫,-,-,-,-,否,2026-04-13 04:15:52
中國兒醫,-,-,-,-,否,2026-04-13 04:15:52
中山附醫,15,2,0,1,否,2026-04-13 04:15:52
中國附醫,12,7,0,2,否,2026-04-13 04:15:52
成大,68,1,32,5,是,2026-04-13 04:15:52
永康奇美,42,5,0,2,否,2026-04-13 04:15:52
高雄榮總,25,1,0,0,否,2026-04-13 04:15:52
高雄長庚,59,3,0,8,否,2026-04-13 04:15:52
義大醫院,18,1,0,0,否,2026-04-13 04:15:52
高醫,67,6,28,4,是,2026-04-13 04:15:52
花蓮慈濟,41,0,0,2,否,2026-04-13 04:15:52
