醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,78,2,0,8,否,2026-02-26 08:35:09
台大兒醫,0,0,0,0,否,2026-02-26 08:35:09
三總,39,2,0,6,否,2026-02-26 08:35:09
北榮,18,0,0,4,否,2026-02-26 08:35:09
台北國泰,9,0,0,1,否,2026-02-26 08:35:09
台北馬偕,39,3,0,4,否,2026-02-26 08:35:09
馬偕兒醫,-,-,-,-,否,2026-02-26 08:35:09
新光,23,0,0,0,是,2026-02-26 08:35:09
亞東,14,4,19,0,是,2026-02-26 08:35:10
台北慈濟,3,5,0,0,否,2026-02-26 08:35:10
淡水馬偕,11,0,0,3,否,2026-02-26 08:35:10
萬芳,9,1,0,1,否,2026-02-26 08:35:10
部立雙和,19,3,0,0,否,2026-02-26 08:35:10
臺大新竹,18,0,10,0,是,2026-02-26 08:35:10
林口長庚,15,7,0,8,否,2026-02-26 08:35:10
中榮,6,1,0,5,否,2026-02-26 08:35:10
彰基,21,3,0,3,否,2026-02-26 08:35:10
彰基兒醫,-,-,-,-,否,2026-02-26 08:35:10
中國兒醫,-,-,-,-,否,2026-02-26 08:35:10
中山附醫,15,1,0,0,否,2026-02-26 08:35:10
中國附醫,9,7,0,4,否,2026-02-26 08:35:10
成大,64,5,20,4,是,2026-02-26 08:35:10
永康奇美,15,3,0,2,否,2026-02-26 08:35:10
高雄榮總,22,0,0,3,否,2026-02-26 08:35:10
高雄長庚,24,5,0,4,否,2026-02-26 08:35:10
義大醫院,32,1,0,0,否,2026-02-26 08:35:10
高醫,28,1,0,4,否,2026-02-26 08:35:10
花蓮慈濟,22,0,0,2,否,2026-02-26 08:35:10
