醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,93,0,0,0,是,2026-04-18 03:44:11
台大兒醫,0,0,0,0,否,2026-04-18 03:44:11
三總,50,0,0,3,否,2026-04-18 03:44:11
北榮,36,3,0,1,否,2026-04-18 03:44:11
台北國泰,5,0,0,0,否,2026-04-18 03:44:11
台北馬偕,42,5,0,1,否,2026-04-18 03:44:11
馬偕兒醫,-,-,-,-,否,2026-04-18 03:44:11
新光,25,0,0,0,否,2026-04-18 03:44:11
亞東,16,3,16,1,否,2026-04-18 03:44:11
台北慈濟,7,2,0,0,否,2026-04-18 03:44:11
淡水馬偕,10,4,0,0,否,2026-04-18 03:44:11
萬芳,27,5,0,1,否,2026-04-18 03:44:11
部立雙和,40,3,0,0,否,2026-04-18 03:44:12
臺大新竹,5,0,0,0,否,2026-04-18 03:44:12
林口長庚,112,3,0,0,是,2026-04-18 03:44:12
中榮,29,0,0,0,否,2026-04-18 03:44:12
彰基,19,4,0,0,否,2026-04-18 03:44:12
彰基兒醫,-,-,-,-,否,2026-04-18 03:44:12
中國兒醫,-,-,-,-,否,2026-04-18 03:44:12
中山附醫,9,2,0,0,否,2026-04-18 03:44:12
中國附醫,17,3,0,5,否,2026-04-18 03:44:12
成大,38,5,0,3,否,2026-04-18 03:44:12
永康奇美,24,5,0,1,否,2026-04-18 03:44:12
高雄榮總,12,3,0,0,否,2026-04-18 03:44:12
高雄長庚,13,2,0,0,否,2026-04-18 03:44:12
義大醫院,5,1,0,0,否,2026-04-18 03:44:12
高醫,50,0,0,0,否,2026-04-18 03:44:12
花蓮慈濟,36,3,0,0,否,2026-04-18 03:44:12
