醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,96,2,0,1,否,2026-03-09 08:33:28
台大兒醫,0,0,0,0,否,2026-03-09 08:33:28
三總,45,1,0,5,否,2026-03-09 08:33:28
北榮,8,2,0,4,否,2026-03-09 08:33:28
台北國泰,25,1,18,1,是,2026-03-09 08:33:28
台北馬偕,32,1,0,3,否,2026-03-09 08:33:28
馬偕兒醫,-,-,-,-,否,2026-03-09 08:33:29
新光,10,1,0,1,否,2026-03-09 08:33:29
亞東,36,2,14,1,否,2026-03-09 08:33:29
台北慈濟,15,3,0,1,否,2026-03-09 08:33:29
淡水馬偕,5,4,0,0,否,2026-03-09 08:33:29
萬芳,28,5,0,7,否,2026-03-09 08:33:29
部立雙和,26,1,0,0,否,2026-03-09 08:33:29
臺大新竹,24,0,10,0,是,2026-03-09 08:33:29
林口長庚,109,7,0,13,否,2026-03-09 08:33:29
中榮,15,0,0,1,否,2026-03-09 08:33:29
彰基,0,5,0,1,否,2026-03-09 08:33:29
彰基兒醫,-,-,-,-,否,2026-03-09 08:33:29
中國兒醫,-,-,-,-,否,2026-03-09 08:33:29
中山附醫,20,4,0,1,否,2026-03-09 08:33:29
中國附醫,20,9,0,2,否,2026-03-09 08:33:29
成大,44,4,18,1,是,2026-03-09 08:33:29
永康奇美,29,3,0,0,否,2026-03-09 08:33:29
高雄榮總,15,3,0,1,否,2026-03-09 08:33:29
高雄長庚,84,2,0,5,否,2026-03-09 08:33:29
義大醫院,9,1,0,0,否,2026-03-09 08:33:29
高醫,41,1,0,1,是,2026-03-09 08:33:29
花蓮慈濟,25,0,0,0,否,2026-03-09 08:33:29
