醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,84,1,0,2,否,2026-04-07 08:52:13
台大兒醫,0,0,0,0,否,2026-04-07 08:52:13
三總,35,1,0,1,否,2026-04-07 08:52:13
北榮,20,3,0,1,否,2026-04-07 08:52:13
台北國泰,20,2,10,3,是,2026-04-07 08:52:13
台北馬偕,39,5,0,3,否,2026-04-07 08:52:13
馬偕兒醫,-,-,-,-,否,2026-04-07 08:52:13
新光,3,1,0,1,否,2026-04-07 08:52:13
亞東,56,2,25,2,否,2026-04-07 08:52:13
台北慈濟,25,3,0,1,否,2026-04-07 08:52:13
淡水馬偕,27,0,0,6,否,2026-04-07 08:52:13
萬芳,20,1,0,1,否,2026-04-07 08:52:13
部立雙和,34,3,0,1,否,2026-04-07 08:52:13
臺大新竹,35,0,0,0,否,2026-04-07 08:52:13
林口長庚,92,4,0,11,否,2026-04-07 08:52:13
中榮,12,0,0,6,否,2026-04-07 08:52:13
彰基,26,1,0,0,否,2026-04-07 08:52:14
彰基兒醫,-,-,-,-,否,2026-04-07 08:52:14
中國兒醫,-,-,-,-,否,2026-04-07 08:52:14
中山附醫,19,1,0,0,否,2026-04-07 08:52:14
中國附醫,19,4,0,5,否,2026-04-07 08:52:14
成大,48,4,18,1,是,2026-04-07 08:52:14
永康奇美,46,4,0,1,否,2026-04-07 08:52:14
高雄榮總,31,8,0,0,否,2026-04-07 08:52:14
高雄長庚,83,1,0,3,否,2026-04-07 08:52:14
義大醫院,17,1,0,0,否,2026-04-07 08:52:14
高醫,33,1,0,1,否,2026-04-07 08:52:14
花蓮慈濟,29,1,0,0,否,2026-04-07 08:52:14
