醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,95,1,0,1,是,2026-03-12 03:28:04
台大兒醫,0,0,0,0,否,2026-03-12 03:28:04
三總,32,1,0,6,否,2026-03-12 03:28:04
北榮,34,3,0,1,否,2026-03-12 03:28:04
台北國泰,24,1,8,2,是,2026-03-12 03:28:04
台北馬偕,31,3,0,0,否,2026-03-12 03:28:04
馬偕兒醫,-,-,-,-,否,2026-03-12 03:28:04
新光,16,0,0,0,否,2026-03-12 03:28:04
亞東,32,5,22,0,否,2026-03-12 03:28:04
台北慈濟,21,3,0,2,否,2026-03-12 03:28:04
淡水馬偕,10,2,0,2,否,2026-03-12 03:28:04
萬芳,23,4,0,2,否,2026-03-12 03:28:05
部立雙和,22,3,0,1,否,2026-03-12 03:28:05
臺大新竹,26,0,0,0,否,2026-03-12 03:28:05
林口長庚,100,2,0,6,否,2026-03-12 03:28:05
中榮,22,0,0,1,否,2026-03-12 03:28:05
彰基,3,3,0,0,否,2026-03-12 03:28:05
彰基兒醫,-,-,-,-,否,2026-03-12 03:28:05
中國兒醫,-,-,-,-,否,2026-03-12 03:28:05
中山附醫,28,4,0,0,否,2026-03-12 03:28:05
中國附醫,24,11,0,6,否,2026-03-12 03:28:05
成大,56,3,20,2,是,2026-03-12 03:28:05
永康奇美,33,3,0,5,否,2026-03-12 03:28:05
高雄榮總,23,1,0,0,否,2026-03-12 03:28:05
高雄長庚,83,1,0,4,否,2026-03-12 03:28:05
義大醫院,4,0,0,0,否,2026-03-12 03:28:05
高醫,58,0,7,4,否,2026-03-12 03:28:05
花蓮慈濟,28,0,0,0,否,2026-03-12 03:28:05
