醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,91,1,0,2,是,2026-03-16 03:50:21
台大兒醫,0,0,0,0,否,2026-03-16 03:50:21
三總,37,1,0,7,否,2026-03-16 03:50:21
北榮,26,0,0,1,否,2026-03-16 03:50:21
台北國泰,21,1,16,2,是,2026-03-16 03:50:21
台北馬偕,35,0,0,0,否,2026-03-16 03:50:21
馬偕兒醫,-,-,-,-,否,2026-03-16 03:50:21
新光,3,3,0,0,否,2026-03-16 03:50:21
亞東,38,7,40,6,否,2026-03-16 03:50:21
台北慈濟,21,1,0,1,否,2026-03-16 03:50:22
淡水馬偕,17,5,0,5,否,2026-03-16 03:50:22
萬芳,12,3,0,1,否,2026-03-16 03:50:22
部立雙和,30,2,0,1,是,2026-03-16 03:50:22
臺大新竹,9,2,0,0,否,2026-03-16 03:50:22
林口長庚,136,2,15,6,否,2026-03-16 03:50:22
中榮,17,1,0,3,否,2026-03-16 03:50:22
彰基,16,2,0,5,否,2026-03-16 03:50:22
彰基兒醫,-,-,-,-,否,2026-03-16 03:50:22
中國兒醫,-,-,-,-,否,2026-03-16 03:50:22
中山附醫,16,1,0,1,否,2026-03-16 03:50:22
中國附醫,19,2,0,3,否,2026-03-16 03:50:22
成大,67,6,29,4,是,2026-03-16 03:50:22
永康奇美,50,8,0,4,否,2026-03-16 03:50:22
高雄榮總,32,3,0,0,否,2026-03-16 03:50:22
高雄長庚,57,3,0,2,否,2026-03-16 03:50:22
義大醫院,14,2,0,0,否,2026-03-16 03:50:22
高醫,49,2,0,8,否,2026-03-16 03:50:22
花蓮慈濟,38,1,0,0,否,2026-03-16 03:50:22
