醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,82,5,0,2,否,2026-04-05 03:50:01
台大兒醫,0,0,0,0,否,2026-04-05 03:50:01
三總,5,1,0,1,否,2026-04-05 03:50:01
北榮,11,4,0,1,否,2026-04-05 03:50:01
台北國泰,11,1,2,1,否,2026-04-05 03:50:01
台北馬偕,17,3,0,1,否,2026-04-05 03:50:01
馬偕兒醫,-,-,-,-,否,2026-04-05 03:50:01
新光,0,0,0,0,否,2026-04-05 03:50:02
亞東,15,4,18,2,否,2026-04-05 03:50:02
台北慈濟,5,3,0,3,否,2026-04-05 03:50:02
淡水馬偕,14,4,0,3,否,2026-04-05 03:50:02
萬芳,14,5,0,1,否,2026-04-05 03:50:02
部立雙和,17,1,0,0,否,2026-04-05 03:50:02
臺大新竹,18,1,0,0,否,2026-04-05 03:50:02
林口長庚,50,9,0,3,否,2026-04-05 03:50:02
中榮,3,4,0,1,否,2026-04-05 03:50:02
彰基,5,2,0,1,否,2026-04-05 03:50:02
彰基兒醫,-,-,-,-,否,2026-04-05 03:50:02
中國兒醫,-,-,-,-,否,2026-04-05 03:50:02
中山附醫,9,1,0,0,否,2026-04-05 03:50:02
中國附醫,4,4,0,1,否,2026-04-05 03:50:02
成大,13,3,0,0,否,2026-04-05 03:50:02
永康奇美,22,5,0,3,否,2026-04-05 03:50:02
高雄榮總,11,1,0,0,否,2026-04-05 03:50:02
高雄長庚,12,1,0,3,否,2026-04-05 03:50:02
義大醫院,1,2,0,0,否,2026-04-05 03:50:02
高醫,31,3,0,3,否,2026-04-05 03:50:02
花蓮慈濟,10,6,0,0,否,2026-04-05 03:50:02
