醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,82,1,0,2,否,2026-04-08 03:47:11
台大兒醫,0,0,0,0,否,2026-04-08 03:47:11
三總,35,0,0,1,否,2026-04-08 03:47:11
北榮,40,4,0,0,否,2026-04-08 03:47:11
台北國泰,23,2,10,1,是,2026-04-08 03:47:11
台北馬偕,45,3,0,4,否,2026-04-08 03:47:11
馬偕兒醫,-,-,-,-,否,2026-04-08 03:47:11
新光,14,1,0,0,否,2026-04-08 03:47:11
亞東,44,8,32,3,否,2026-04-08 03:47:11
台北慈濟,29,0,0,0,否,2026-04-08 03:47:11
淡水馬偕,28,1,0,5,否,2026-04-08 03:47:11
萬芳,26,4,0,0,否,2026-04-08 03:47:11
部立雙和,35,2,0,0,是,2026-04-08 03:47:11
臺大新竹,19,1,15,0,是,2026-04-08 03:47:11
林口長庚,97,7,0,7,否,2026-04-08 03:47:11
中榮,13,3,0,1,否,2026-04-08 03:47:11
彰基,22,2,0,2,否,2026-04-08 03:47:11
彰基兒醫,-,-,-,-,否,2026-04-08 03:47:11
中國兒醫,-,-,-,-,否,2026-04-08 03:47:11
中山附醫,14,3,0,0,否,2026-04-08 03:47:11
中國附醫,14,5,0,7,否,2026-04-08 03:47:11
成大,52,4,0,0,否,2026-04-08 03:47:11
永康奇美,43,3,0,2,否,2026-04-08 03:47:11
高雄榮總,27,2,0,0,否,2026-04-08 03:47:11
高雄長庚,87,7,0,7,是,2026-04-08 03:47:12
義大醫院,15,2,0,0,否,2026-04-08 03:47:12
高醫,38,0,0,3,是,2026-04-08 03:47:12
花蓮慈濟,33,1,0,0,否,2026-04-08 03:47:12
