醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,101,2,0,1,是,2026-03-21 03:14:49
台大兒醫,0,0,0,0,否,2026-03-21 03:14:49
三總,50,1,0,3,否,2026-03-21 03:14:50
北榮,37,6,0,0,否,2026-03-21 03:14:50
台北國泰,27,1,16,1,是,2026-03-21 03:14:50
台北馬偕,32,5,0,0,否,2026-03-21 03:14:50
馬偕兒醫,-,-,-,-,否,2026-03-21 03:14:50
新光,6,0,0,0,否,2026-03-21 03:14:50
亞東,26,7,20,2,否,2026-03-21 03:14:50
台北慈濟,13,2,0,1,否,2026-03-21 03:14:50
淡水馬偕,6,3,0,0,否,2026-03-21 03:14:50
萬芳,21,2,0,0,否,2026-03-21 03:14:50
部立雙和,19,0,0,0,是,2026-03-21 03:14:50
臺大新竹,12,1,0,0,是,2026-03-21 03:14:50
林口長庚,76,6,0,8,是,2026-03-21 03:14:50
中榮,15,0,0,2,否,2026-03-21 03:14:50
彰基,0,0,0,1,否,2026-03-21 03:14:50
彰基兒醫,-,-,-,-,否,2026-03-21 03:14:50
中國兒醫,-,-,-,-,否,2026-03-21 03:14:50
中山附醫,20,3,0,1,否,2026-03-21 03:14:50
中國附醫,26,5,0,6,否,2026-03-21 03:14:50
成大,55,1,6,3,否,2026-03-21 03:14:50
永康奇美,14,3,0,0,否,2026-03-21 03:14:50
高雄榮總,21,3,0,1,否,2026-03-21 03:14:50
高雄長庚,22,0,0,1,否,2026-03-21 03:14:50
義大醫院,2,0,0,0,否,2026-03-21 03:14:50
高醫,43,3,0,5,否,2026-03-21 03:14:50
花蓮慈濟,53,0,0,0,是,2026-03-21 03:14:50
