醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,79,2,0,2,否,2026-03-16 08:44:33
台大兒醫,0,0,0,0,否,2026-03-16 08:44:33
三總,35,1,0,4,否,2026-03-16 08:44:33
北榮,11,3,0,1,否,2026-03-16 08:44:34
台北國泰,17,0,6,1,否,2026-03-16 08:44:34
台北馬偕,47,2,0,1,否,2026-03-16 08:44:34
馬偕兒醫,-,-,-,-,否,2026-03-16 08:44:34
新光,12,1,0,0,否,2026-03-16 08:44:34
亞東,39,2,34,0,否,2026-03-16 08:44:34
台北慈濟,17,1,0,0,否,2026-03-16 08:44:34
淡水馬偕,17,2,0,4,否,2026-03-16 08:44:34
萬芳,10,4,0,1,否,2026-03-16 08:44:34
部立雙和,29,3,0,0,否,2026-03-16 08:44:34
臺大新竹,6,2,3,0,是,2026-03-16 08:44:34
林口長庚,115,7,30,7,否,2026-03-16 08:44:34
中榮,8,4,0,4,否,2026-03-16 08:44:34
彰基,22,2,0,3,否,2026-03-16 08:44:34
彰基兒醫,-,-,-,-,否,2026-03-16 08:44:34
中國兒醫,-,-,-,-,否,2026-03-16 08:44:34
中山附醫,14,2,0,1,否,2026-03-16 08:44:34
中國附醫,18,4,0,2,否,2026-03-16 08:44:34
成大,49,3,25,4,是,2026-03-16 08:44:34
永康奇美,54,2,0,0,否,2026-03-16 08:44:34
高雄榮總,24,0,0,0,否,2026-03-16 08:44:34
高雄長庚,57,1,0,2,否,2026-03-16 08:44:34
義大醫院,17,1,0,0,否,2026-03-16 08:44:34
高醫,47,3,0,5,否,2026-03-16 08:44:35
花蓮慈濟,34,1,0,1,否,2026-03-16 08:44:35
