醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,83,5,0,1,否,2026-04-11 03:32:41
台大兒醫,0,0,0,0,否,2026-04-11 03:32:41
三總,51,1,0,7,否,2026-04-11 03:32:41
北榮,18,3,0,1,否,2026-04-11 03:32:41
台北國泰,23,0,3,1,否,2026-04-11 03:32:41
台北馬偕,48,1,0,2,否,2026-04-11 03:32:41
馬偕兒醫,-,-,-,-,否,2026-04-11 03:32:41
新光,16,0,0,0,否,2026-04-11 03:32:41
亞東,43,7,22,3,否,2026-04-11 03:32:41
台北慈濟,19,0,0,0,否,2026-04-11 03:32:41
淡水馬偕,10,0,0,1,否,2026-04-11 03:32:41
萬芳,25,4,0,1,否,2026-04-11 03:32:41
部立雙和,28,3,0,1,否,2026-04-11 03:32:41
臺大新竹,4,1,5,0,是,2026-04-11 03:32:41
林口長庚,93,3,0,3,否,2026-04-11 03:32:41
中榮,16,1,0,1,否,2026-04-11 03:32:42
彰基,1,1,0,5,否,2026-04-11 03:32:42
彰基兒醫,-,-,-,-,否,2026-04-11 03:32:42
中國兒醫,-,-,-,-,否,2026-04-11 03:32:42
中山附醫,3,2,0,0,否,2026-04-11 03:32:42
中國附醫,20,3,0,4,否,2026-04-11 03:32:42
成大,62,10,12,2,否,2026-04-11 03:32:42
永康奇美,29,2,0,1,否,2026-04-11 03:32:42
高雄榮總,26,1,0,1,否,2026-04-11 03:32:42
高雄長庚,39,1,0,2,否,2026-04-11 03:32:42
義大醫院,2,3,0,0,否,2026-04-11 03:32:42
高醫,25,5,0,0,否,2026-04-11 03:32:42
花蓮慈濟,30,1,0,0,否,2026-04-11 03:32:42
