醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,103,2,0,1,是,2026-03-24 03:30:17
台大兒醫,0,0,0,0,否,2026-03-24 03:30:18
三總,47,0,0,3,否,2026-03-24 03:30:18
北榮,38,1,0,1,否,2026-03-24 03:30:18
台北國泰,25,0,11,6,是,2026-03-24 03:30:18
台北馬偕,34,4,0,0,否,2026-03-24 03:30:18
馬偕兒醫,-,-,-,-,否,2026-03-24 03:30:18
新光,28,0,0,0,否,2026-03-24 03:30:18
亞東,39,6,27,3,否,2026-03-24 03:30:18
台北慈濟,20,4,0,1,否,2026-03-24 03:30:18
淡水馬偕,18,1,0,3,否,2026-03-24 03:30:18
萬芳,26,2,0,0,否,2026-03-24 03:30:18
部立雙和,24,3,0,0,否,2026-03-24 03:30:18
臺大新竹,12,1,0,1,否,2026-03-24 03:30:18
林口長庚,107,3,19,7,否,2026-03-24 03:30:18
中榮,31,1,0,4,否,2026-03-24 03:30:18
彰基,21,3,0,1,否,2026-03-24 03:30:18
彰基兒醫,-,-,-,-,否,2026-03-24 03:30:18
中國兒醫,-,-,-,-,否,2026-03-24 03:30:18
中山附醫,15,1,0,0,否,2026-03-24 03:30:18
中國附醫,26,5,0,6,否,2026-03-24 03:30:18
成大,60,4,22,4,是,2026-03-24 03:30:18
永康奇美,54,3,1,0,是,2026-03-24 03:30:18
高雄榮總,50,3,0,2,否,2026-03-24 03:30:18
高雄長庚,49,0,0,6,否,2026-03-24 03:30:18
義大醫院,12,2,0,1,否,2026-03-24 03:30:18
高醫,71,4,21,3,是,2026-03-24 03:30:19
花蓮慈濟,45,1,0,1,是,2026-03-24 03:30:19
