醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,99,3,0,3,是,2026-03-05 08:29:46
台大兒醫,0,0,0,0,否,2026-03-05 08:29:46
三總,51,2,0,4,否,2026-03-05 08:29:46
北榮,16,5,0,0,否,2026-03-05 08:29:46
台北國泰,17,0,0,4,否,2026-03-05 08:29:46
台北馬偕,42,2,0,1,否,2026-03-05 08:29:46
馬偕兒醫,-,-,-,-,否,2026-03-05 08:29:46
新光,16,1,0,0,否,2026-03-05 08:29:46
亞東,30,3,26,0,是,2026-03-05 08:29:46
台北慈濟,21,2,0,1,否,2026-03-05 08:29:46
淡水馬偕,10,1,0,2,否,2026-03-05 08:29:46
萬芳,14,2,0,1,否,2026-03-05 08:29:46
部立雙和,26,4,0,0,否,2026-03-05 08:29:46
臺大新竹,27,1,10,0,是,2026-03-05 08:29:46
林口長庚,92,3,0,8,否,2026-03-05 08:29:46
中榮,17,0,0,3,否,2026-03-05 08:29:46
彰基,3,2,0,1,否,2026-03-05 08:29:46
彰基兒醫,-,-,-,-,否,2026-03-05 08:29:47
中國兒醫,-,-,-,-,否,2026-03-05 08:29:47
中山附醫,18,5,0,0,否,2026-03-05 08:29:47
中國附醫,36,8,0,5,否,2026-03-05 08:29:47
成大,54,5,13,4,是,2026-03-05 08:29:47
永康奇美,46,2,0,0,否,2026-03-05 08:29:47
高雄榮總,23,1,0,5,是,2026-03-05 08:29:47
高雄長庚,59,2,0,3,否,2026-03-05 08:29:47
義大醫院,28,1,0,0,否,2026-03-05 08:29:47
高醫,43,2,0,3,否,2026-03-05 08:29:47
花蓮慈濟,18,2,0,0,否,2026-03-05 08:29:47
