醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,103,1,0,2,否,2026-04-06 09:01:33
台大兒醫,0,0,0,0,否,2026-04-06 09:01:33
三總,17,2,0,1,否,2026-04-06 09:01:33
北榮,11,1,0,1,否,2026-04-06 09:01:33
台北國泰,14,1,0,2,否,2026-04-06 09:01:34
台北馬偕,26,3,0,0,否,2026-04-06 09:01:34
馬偕兒醫,-,-,-,-,否,2026-04-06 09:01:34
新光,2,1,0,0,否,2026-04-06 09:01:34
亞東,42,5,17,1,否,2026-04-06 09:01:34
台北慈濟,22,3,0,3,否,2026-04-06 09:01:34
淡水馬偕,26,0,0,3,否,2026-04-06 09:01:34
萬芳,18,2,0,0,否,2026-04-06 09:01:34
部立雙和,29,2,0,1,否,2026-04-06 09:01:34
臺大新竹,30,4,10,0,是,2026-04-06 09:01:34
林口長庚,104,4,0,5,否,2026-04-06 09:01:34
中榮,4,1,0,1,否,2026-04-06 09:01:34
彰基,27,1,0,0,否,2026-04-06 09:01:34
彰基兒醫,-,-,-,-,否,2026-04-06 09:01:34
中國兒醫,-,-,-,-,否,2026-04-06 09:01:34
中山附醫,9,3,0,0,否,2026-04-06 09:01:34
中國附醫,15,4,0,2,否,2026-04-06 09:01:34
成大,28,1,0,1,否,2026-04-06 09:01:34
永康奇美,44,9,0,0,否,2026-04-06 09:01:34
高雄榮總,26,0,0,0,否,2026-04-06 09:01:34
高雄長庚,70,0,0,3,否,2026-04-06 09:01:34
義大醫院,4,1,0,0,否,2026-04-06 09:01:34
高醫,49,4,0,0,否,2026-04-06 09:01:34
花蓮慈濟,8,0,0,0,否,2026-04-06 09:01:34
