醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,91,3,0,1,否,2026-03-13 03:24:51
台大兒醫,0,0,0,0,否,2026-03-13 03:24:51
三總,23,0,0,6,否,2026-03-13 03:24:51
北榮,20,4,0,1,否,2026-03-13 03:24:51
台北國泰,19,0,0,1,否,2026-03-13 03:24:51
台北馬偕,29,4,0,0,否,2026-03-13 03:24:51
馬偕兒醫,-,-,-,-,否,2026-03-13 03:24:51
新光,16,0,0,0,否,2026-03-13 03:24:51
亞東,29,5,14,1,否,2026-03-13 03:24:51
台北慈濟,27,1,0,0,否,2026-03-13 03:24:51
淡水馬偕,11,3,0,1,否,2026-03-13 03:24:52
萬芳,21,5,0,3,否,2026-03-13 03:24:52
部立雙和,15,3,0,0,否,2026-03-13 03:24:52
臺大新竹,28,1,0,1,否,2026-03-13 03:24:52
林口長庚,87,5,0,7,否,2026-03-13 03:24:52
中榮,22,0,0,1,否,2026-03-13 03:24:52
彰基,1,1,0,0,否,2026-03-13 03:24:52
彰基兒醫,-,-,-,-,否,2026-03-13 03:24:52
中國兒醫,-,-,-,-,否,2026-03-13 03:24:52
中山附醫,19,0,0,0,否,2026-03-13 03:24:52
中國附醫,14,8,0,1,否,2026-03-13 03:24:52
成大,62,3,14,0,否,2026-03-13 03:24:52
永康奇美,29,3,0,2,否,2026-03-13 03:24:52
高雄榮總,24,2,0,0,否,2026-03-13 03:24:52
高雄長庚,52,0,0,2,否,2026-03-13 03:24:52
義大醫院,4,0,0,1,否,2026-03-13 03:24:52
高醫,39,2,0,3,否,2026-03-13 03:24:52
花蓮慈濟,26,1,0,0,否,2026-03-13 03:24:52
