醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,71,3,0,1,否,2026-02-24 03:30:53
台大兒醫,0,0,0,0,否,2026-02-24 03:30:53
三總,51,1,0,5,否,2026-02-24 03:30:53
北榮,28,1,0,0,否,2026-02-24 03:30:53
台北國泰,10,1,0,1,否,2026-02-24 03:30:53
台北馬偕,32,6,0,3,否,2026-02-24 03:30:53
馬偕兒醫,-,-,-,-,否,2026-02-24 03:30:53
新光,18,1,0,0,否,2026-02-24 03:30:53
亞東,41,3,22,3,是,2026-02-24 03:30:53
台北慈濟,12,0,0,2,否,2026-02-24 03:30:53
淡水馬偕,22,2,0,9,否,2026-02-24 03:30:53
萬芳,10,1,0,1,否,2026-02-24 03:30:53
部立雙和,16,3,0,2,否,2026-02-24 03:30:53
臺大新竹,17,2,5,0,是,2026-02-24 03:30:53
林口長庚,47,6,0,5,否,2026-02-24 03:30:53
中榮,16,0,0,2,否,2026-02-24 03:30:53
彰基,23,1,0,5,否,2026-02-24 03:30:53
彰基兒醫,-,-,-,-,否,2026-02-24 03:30:53
中國兒醫,-,-,-,-,否,2026-02-24 03:30:53
中山附醫,10,3,0,1,否,2026-02-24 03:30:53
中國附醫,21,7,0,2,否,2026-02-24 03:30:53
成大,51,2,7,3,是,2026-02-24 03:30:54
永康奇美,52,8,0,8,否,2026-02-24 03:30:54
高雄榮總,34,4,0,6,是,2026-02-24 03:30:54
高雄長庚,45,3,0,4,否,2026-02-24 03:30:54
義大醫院,32,1,0,3,否,2026-02-24 03:30:54
高醫,28,1,0,3,否,2026-02-24 03:30:54
花蓮慈濟,21,0,0,0,否,2026-02-24 03:30:54
