醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,107,1,0,0,是,2026-03-22 03:35:03
台大兒醫,0,0,0,0,否,2026-03-22 03:35:03
三總,30,0,0,2,否,2026-03-22 03:35:03
北榮,17,2,0,0,否,2026-03-22 03:35:03
台北國泰,15,1,0,2,否,2026-03-22 03:35:03
台北馬偕,25,2,0,1,否,2026-03-22 03:35:03
馬偕兒醫,-,-,-,-,否,2026-03-22 03:35:03
新光,7,4,0,0,否,2026-03-22 03:35:03
亞東,17,5,10,1,否,2026-03-22 03:35:03
台北慈濟,14,1,0,1,否,2026-03-22 03:35:03
淡水馬偕,2,4,0,0,否,2026-03-22 03:35:03
萬芳,13,2,0,0,否,2026-03-22 03:35:03
部立雙和,24,4,0,1,否,2026-03-22 03:35:03
臺大新竹,10,1,0,1,否,2026-03-22 03:35:03
林口長庚,83,6,0,14,是,2026-03-22 03:35:03
中榮,11,0,0,2,否,2026-03-22 03:35:03
彰基,0,2,0,1,否,2026-03-22 03:35:03
彰基兒醫,-,-,-,-,否,2026-03-22 03:35:03
中國兒醫,-,-,-,-,否,2026-03-22 03:35:03
中山附醫,8,0,0,0,否,2026-03-22 03:35:03
中國附醫,26,5,0,6,否,2026-03-22 03:35:03
成大,48,4,5,5,否,2026-03-22 03:35:03
永康奇美,31,4,0,0,否,2026-03-22 03:35:03
高雄榮總,10,2,0,1,否,2026-03-22 03:35:03
高雄長庚,40,3,0,2,否,2026-03-22 03:35:03
義大醫院,0,0,0,0,否,2026-03-22 03:35:03
高醫,42,2,0,4,否,2026-03-22 03:35:03
花蓮慈濟,19,3,0,0,是,2026-03-22 03:35:04
