醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,103,4,0,5,是,2026-02-27 03:25:30
台大兒醫,0,0,0,0,否,2026-02-27 03:25:30
三總,57,1,0,4,否,2026-02-27 03:25:30
北榮,27,1,0,0,否,2026-02-27 03:25:30
台北國泰,8,0,0,1,否,2026-02-27 03:25:30
台北馬偕,33,3,0,4,否,2026-02-27 03:25:30
馬偕兒醫,-,-,-,-,否,2026-02-27 03:25:30
新光,16,1,0,0,否,2026-02-27 03:25:30
亞東,28,5,20,2,否,2026-02-27 03:25:30
台北慈濟,4,0,0,1,否,2026-02-27 03:25:30
淡水馬偕,11,3,0,3,否,2026-02-27 03:25:30
萬芳,16,4,0,1,否,2026-02-27 03:25:30
部立雙和,19,4,0,1,否,2026-02-27 03:25:30
臺大新竹,18,0,0,0,否,2026-02-27 03:25:30
林口長庚,47,5,0,11,否,2026-02-27 03:25:30
中榮,22,0,0,3,否,2026-02-27 03:25:30
彰基,14,0,0,2,否,2026-02-27 03:25:30
彰基兒醫,-,-,-,-,否,2026-02-27 03:25:31
中國兒醫,-,-,-,-,否,2026-02-27 03:25:31
中山附醫,17,5,0,1,否,2026-02-27 03:25:31
中國附醫,9,7,0,2,否,2026-02-27 03:25:31
成大,64,5,20,4,是,2026-02-27 03:25:31
永康奇美,14,5,0,0,否,2026-02-27 03:25:31
高雄榮總,24,3,0,4,否,2026-02-27 03:25:31
高雄長庚,25,2,0,5,否,2026-02-27 03:25:31
義大醫院,12,3,0,0,否,2026-02-27 03:25:31
高醫,37,3,0,2,否,2026-02-27 03:25:31
花蓮慈濟,26,0,0,1,否,2026-02-27 03:25:31
