醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,100,0,0,1,否,2026-03-23 03:39:07
台大兒醫,0,0,0,0,否,2026-03-23 03:39:07
三總,39,0,0,1,否,2026-03-23 03:39:07
北榮,30,4,0,0,否,2026-03-23 03:39:07
台北國泰,17,0,8,3,是,2026-03-23 03:39:07
台北馬偕,32,4,0,1,否,2026-03-23 03:39:07
馬偕兒醫,-,-,-,-,否,2026-03-23 03:39:07
新光,21,2,0,0,否,2026-03-23 03:39:07
亞東,30,5,24,1,否,2026-03-23 03:39:07
台北慈濟,21,0,0,0,否,2026-03-23 03:39:07
淡水馬偕,12,5,0,1,否,2026-03-23 03:39:07
萬芳,21,3,0,0,否,2026-03-23 03:39:07
部立雙和,36,2,0,0,否,2026-03-23 03:39:07
臺大新竹,11,1,0,0,否,2026-03-23 03:39:08
林口長庚,114,8,0,14,是,2026-03-23 03:39:08
中榮,14,0,0,1,否,2026-03-23 03:39:08
彰基,13,1,0,3,否,2026-03-23 03:39:08
彰基兒醫,-,-,-,-,否,2026-03-23 03:39:08
中國兒醫,-,-,-,-,否,2026-03-23 03:39:08
中山附醫,9,0,0,1,否,2026-03-23 03:39:08
中國附醫,26,5,0,6,否,2026-03-23 03:39:08
成大,62,3,23,4,是,2026-03-23 03:39:08
永康奇美,42,7,0,4,否,2026-03-23 03:39:08
高雄榮總,38,1,0,0,否,2026-03-23 03:39:08
高雄長庚,61,3,0,7,否,2026-03-23 03:39:08
義大醫院,13,2,0,2,否,2026-03-23 03:39:08
高醫,71,6,11,6,是,2026-03-23 03:39:08
花蓮慈濟,40,0,0,0,是,2026-03-23 03:39:08
