醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,96,4,0,1,否,2026-03-18 08:37:00
台大兒醫,0,0,0,0,否,2026-03-18 08:37:00
三總,53,5,0,3,否,2026-03-18 08:37:00
北榮,16,2,0,1,否,2026-03-18 08:37:00
台北國泰,21,0,6,0,否,2026-03-18 08:37:00
台北馬偕,50,3,0,1,否,2026-03-18 08:37:00
馬偕兒醫,-,-,-,-,否,2026-03-18 08:37:00
新光,19,2,0,0,否,2026-03-18 08:37:00
亞東,35,4,17,0,否,2026-03-18 08:37:00
台北慈濟,18,4,0,2,否,2026-03-18 08:37:00
淡水馬偕,13,1,0,5,否,2026-03-18 08:37:00
萬芳,14,4,0,0,否,2026-03-18 08:37:00
部立雙和,42,1,0,0,否,2026-03-18 08:37:00
臺大新竹,12,0,0,0,否,2026-03-18 08:37:00
林口長庚,107,8,32,7,是,2026-03-18 08:37:00
中榮,13,3,0,4,否,2026-03-18 08:37:00
彰基,22,2,0,2,否,2026-03-18 08:37:00
彰基兒醫,-,-,-,-,否,2026-03-18 08:37:00
中國兒醫,-,-,-,-,否,2026-03-18 08:37:00
中山附醫,19,1,0,2,否,2026-03-18 08:37:00
中國附醫,26,1,0,2,否,2026-03-18 08:37:00
成大,53,1,2,3,是,2026-03-18 08:37:00
永康奇美,37,6,0,0,否,2026-03-18 08:37:01
高雄榮總,27,1,0,2,否,2026-03-18 08:37:01
高雄長庚,49,1,0,1,否,2026-03-18 08:37:01
義大醫院,12,2,0,0,否,2026-03-18 08:37:01
高醫,45,5,0,2,否,2026-03-18 08:37:01
花蓮慈濟,53,0,0,0,否,2026-03-18 08:37:01
