醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,53,1,0,0,否,2026-04-29 09:57:31
台大兒醫,0,0,0,0,否,2026-04-29 09:57:31
三總,46,0,0,1,否,2026-04-29 09:57:31
北榮,27,3,0,1,否,2026-04-29 09:57:31
台北國泰,18,1,1,2,否,2026-04-29 09:57:31
台北馬偕,50,3,0,3,否,2026-04-29 09:57:32
馬偕兒醫,-,-,-,-,否,2026-04-29 09:57:32
新光,29,0,0,0,否,2026-04-29 09:57:32
亞東,30,2,20,0,否,2026-04-29 09:57:32
台北慈濟,23,0,0,0,否,2026-04-29 09:57:32
淡水馬偕,17,1,0,1,否,2026-04-29 09:57:32
萬芳,38,5,0,3,否,2026-04-29 09:57:32
部立雙和,26,3,0,1,否,2026-04-29 09:57:32
臺大新竹,19,0,5,0,是,2026-04-29 09:57:32
林口長庚,83,4,0,2,否,2026-04-29 09:57:32
中榮,14,1,0,1,否,2026-04-29 09:57:32
彰基,20,0,0,0,否,2026-04-29 09:57:32
彰基兒醫,-,-,-,-,否,2026-04-29 09:57:32
中國兒醫,-,-,-,-,否,2026-04-29 09:57:32
中山附醫,30,4,0,1,否,2026-04-29 09:57:32
中國附醫,16,5,0,1,否,2026-04-29 09:57:32
成大,53,3,5,3,是,2026-04-29 09:57:32
永康奇美,43,4,1,2,是,2026-04-29 09:57:32
高雄榮總,27,1,0,0,否,2026-04-29 09:57:32
高雄長庚,19,3,0,1,否,2026-04-29 09:57:32
義大醫院,38,1,0,1,否,2026-04-29 09:57:32
高醫,44,1,0,2,否,2026-04-29 09:57:32
花蓮慈濟,40,0,0,3,否,2026-04-29 09:57:32
