醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,60,0,0,2,否,2026-04-24 09:22:21
台大兒醫,0,0,0,0,否,2026-04-24 09:22:21
三總,22,2,0,0,否,2026-04-24 09:22:21
北榮,15,6,0,1,否,2026-04-24 09:22:21
台北國泰,16,0,0,3,否,2026-04-24 09:22:22
台北馬偕,47,5,0,2,否,2026-04-24 09:22:22
馬偕兒醫,-,-,-,-,否,2026-04-24 09:22:22
新光,13,0,0,2,否,2026-04-24 09:22:22
亞東,21,6,20,1,否,2026-04-24 09:22:22
台北慈濟,25,0,0,0,否,2026-04-24 09:22:22
淡水馬偕,9,3,0,3,否,2026-04-24 09:22:22
萬芳,29,3,0,1,否,2026-04-24 09:22:22
部立雙和,18,4,0,1,否,2026-04-24 09:22:22
臺大新竹,4,0,0,0,否,2026-04-24 09:22:22
林口長庚,53,0,0,1,否,2026-04-24 09:22:22
中榮,17,1,0,3,否,2026-04-24 09:22:22
彰基,0,1,0,1,否,2026-04-24 09:22:22
彰基兒醫,-,-,-,-,否,2026-04-24 09:22:22
中國兒醫,-,-,-,-,否,2026-04-24 09:22:22
中山附醫,15,1,0,1,否,2026-04-24 09:22:22
中國附醫,9,3,0,2,否,2026-04-24 09:22:22
成大,47,3,11,3,是,2026-04-24 09:22:22
永康奇美,37,3,0,1,否,2026-04-24 09:22:22
高雄榮總,5,2,0,0,否,2026-04-24 09:22:22
高雄長庚,7,3,0,4,否,2026-04-24 09:22:22
義大醫院,6,0,0,0,否,2026-04-24 09:22:22
高醫,25,1,0,2,否,2026-04-24 09:22:22
花蓮慈濟,25,0,0,2,否,2026-04-24 09:22:22
