醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,85,1,0,1,否,2026-03-07 08:19:09
台大兒醫,0,0,0,0,否,2026-03-07 08:19:09
三總,31,0,0,3,否,2026-03-07 08:19:09
北榮,6,2,0,1,否,2026-03-07 08:19:09
台北國泰,5,1,0,0,否,2026-03-07 08:19:09
台北馬偕,25,5,0,2,否,2026-03-07 08:19:09
馬偕兒醫,-,-,-,-,否,2026-03-07 08:19:09
新光,4,2,0,0,否,2026-03-07 08:19:09
亞東,12,4,14,0,否,2026-03-07 08:19:09
台北慈濟,7,1,0,1,否,2026-03-07 08:19:09
淡水馬偕,6,0,0,0,否,2026-03-07 08:19:09
萬芳,9,2,0,3,否,2026-03-07 08:19:09
部立雙和,9,2,0,0,否,2026-03-07 08:19:10
臺大新竹,17,3,0,0,否,2026-03-07 08:19:10
林口長庚,61,1,0,5,否,2026-03-07 08:19:10
中榮,4,1,0,1,否,2026-03-07 08:19:10
彰基,0,4,0,1,否,2026-03-07 08:19:10
彰基兒醫,-,-,-,-,否,2026-03-07 08:19:10
中國兒醫,-,-,-,-,否,2026-03-07 08:19:10
中山附醫,9,4,0,1,否,2026-03-07 08:19:10
中國附醫,7,9,0,3,否,2026-03-07 08:19:10
成大,35,5,0,2,否,2026-03-07 08:19:10
永康奇美,19,5,0,3,否,2026-03-07 08:19:10
高雄榮總,6,1,0,3,否,2026-03-07 08:19:10
高雄長庚,37,1,0,2,否,2026-03-07 08:19:10
義大醫院,1,2,0,1,否,2026-03-07 08:19:10
高醫,17,2,0,1,否,2026-03-07 08:19:10
花蓮慈濟,18,1,0,0,否,2026-03-07 08:19:10
