醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,103,1,0,1,否,2026-03-20 03:25:52
台大兒醫,0,0,0,0,否,2026-03-20 03:25:52
三總,46,1,0,3,否,2026-03-20 03:25:52
北榮,22,2,0,2,否,2026-03-20 03:25:52
台北國泰,25,0,6,0,否,2026-03-20 03:25:52
台北馬偕,55,4,0,0,否,2026-03-20 03:25:52
馬偕兒醫,-,-,-,-,否,2026-03-20 03:25:52
新光,18,1,0,1,否,2026-03-20 03:25:52
亞東,24,1,16,1,否,2026-03-20 03:25:52
台北慈濟,26,2,0,2,否,2026-03-20 03:25:52
淡水馬偕,9,2,0,3,否,2026-03-20 03:25:52
萬芳,26,0,0,0,否,2026-03-20 03:25:52
部立雙和,26,3,0,0,否,2026-03-20 03:25:53
臺大新竹,15,1,0,0,否,2026-03-20 03:25:53
林口長庚,104,5,22,11,是,2026-03-20 03:25:53
中榮,25,1,0,2,否,2026-03-20 03:25:53
彰基,8,0,0,0,否,2026-03-20 03:25:53
彰基兒醫,-,-,-,-,否,2026-03-20 03:25:53
中國兒醫,-,-,-,-,否,2026-03-20 03:25:53
中山附醫,14,1,0,0,否,2026-03-20 03:25:53
中國附醫,36,3,0,7,否,2026-03-20 03:25:53
成大,78,2,45,2,是,2026-03-20 03:25:53
永康奇美,34,3,0,0,否,2026-03-20 03:25:53
高雄榮總,36,1,0,4,否,2026-03-20 03:25:53
高雄長庚,46,1,0,1,是,2026-03-20 03:25:53
義大醫院,5,1,0,1,否,2026-03-20 03:25:53
高醫,68,1,26,3,是,2026-03-20 03:25:53
花蓮慈濟,53,0,0,0,否,2026-03-20 03:25:53
