醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,84,1,0,0,否,2026-04-23 04:00:42
台大兒醫,0,0,0,0,否,2026-04-23 04:00:42
三總,32,1,0,3,否,2026-04-23 04:00:42
北榮,34,2,0,0,否,2026-04-23 04:00:42
台北國泰,17,2,0,2,否,2026-04-23 04:00:42
台北馬偕,49,3,0,4,否,2026-04-23 04:00:42
馬偕兒醫,-,-,-,-,否,2026-04-23 04:00:42
新光,27,2,0,0,否,2026-04-23 04:00:42
亞東,42,2,16,4,是,2026-04-23 04:00:43
台北慈濟,23,2,0,0,否,2026-04-23 04:00:43
淡水馬偕,16,2,0,2,否,2026-04-23 04:00:43
萬芳,32,4,0,1,否,2026-04-23 04:00:43
部立雙和,40,0,0,0,否,2026-04-23 04:00:43
臺大新竹,17,0,0,0,否,2026-04-23 04:00:43
林口長庚,103,7,16,2,否,2026-04-23 04:00:43
中榮,47,4,1,3,是,2026-04-23 04:00:43
彰基,7,6,0,0,否,2026-04-23 04:00:43
彰基兒醫,-,-,-,-,否,2026-04-23 04:00:43
中國兒醫,-,-,-,-,否,2026-04-23 04:00:43
中山附醫,24,2,0,0,否,2026-04-23 04:00:43
中國附醫,20,5,0,3,否,2026-04-23 04:00:43
成大,48,2,4,2,否,2026-04-23 04:00:43
永康奇美,56,2,0,0,否,2026-04-23 04:00:43
高雄榮總,25,0,0,0,否,2026-04-23 04:00:43
高雄長庚,16,3,0,0,否,2026-04-23 04:00:43
義大醫院,24,3,0,1,否,2026-04-23 04:00:43
高醫,59,1,13,3,是,2026-04-23 04:00:43
花蓮慈濟,29,0,0,1,否,2026-04-23 04:00:43
