醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,50,1,13,2,否,2026-04-03 03:41:14
台大兒醫,0,0,0,0,否,2026-04-03 03:41:14
三總,29,1,0,3,否,2026-04-03 03:41:15
北榮,18,1,0,0,否,2026-04-03 03:41:15
台北國泰,15,1,0,1,否,2026-04-03 03:41:15
台北馬偕,33,1,0,0,否,2026-04-03 03:41:15
馬偕兒醫,-,-,-,-,否,2026-04-03 03:41:15
新光,2,1,0,0,否,2026-04-03 03:41:15
亞東,33,5,13,2,否,2026-04-03 03:41:15
台北慈濟,7,0,0,0,否,2026-04-03 03:41:15
淡水馬偕,17,4,0,4,否,2026-04-03 03:41:15
萬芳,27,4,0,2,否,2026-04-03 03:41:15
部立雙和,10,1,0,0,否,2026-04-03 03:41:15
臺大新竹,24,1,0,0,否,2026-04-03 03:41:15
林口長庚,33,6,0,5,否,2026-04-03 03:41:15
中榮,7,2,0,2,否,2026-04-03 03:41:15
彰基,6,0,0,0,否,2026-04-03 03:41:15
彰基兒醫,-,-,-,-,否,2026-04-03 03:41:15
中國兒醫,-,-,-,-,否,2026-04-03 03:41:15
中山附醫,16,1,0,1,否,2026-04-03 03:41:15
中國附醫,13,3,0,4,否,2026-04-03 03:41:15
成大,42,4,0,0,否,2026-04-03 03:41:15
永康奇美,13,8,0,0,否,2026-04-03 03:41:15
高雄榮總,5,2,0,1,否,2026-04-03 03:41:15
高雄長庚,7,4,0,0,否,2026-04-03 03:41:15
義大醫院,5,1,0,0,否,2026-04-03 03:41:15
高醫,45,6,3,3,否,2026-04-03 03:41:15
花蓮慈濟,19,0,0,0,否,2026-04-03 03:41:16
