醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,87,2,0,0,否,2026-03-21 08:20:43
台大兒醫,0,0,0,0,否,2026-03-21 08:20:43
三總,40,0,0,3,否,2026-03-21 08:20:43
北榮,13,1,0,3,否,2026-03-21 08:20:43
台北國泰,14,0,4,2,否,2026-03-21 08:20:44
台北馬偕,27,5,0,0,否,2026-03-21 08:20:44
馬偕兒醫,-,-,-,-,否,2026-03-21 08:20:44
新光,5,1,0,0,否,2026-03-21 08:20:44
亞東,7,4,17,0,否,2026-03-21 08:20:44
台北慈濟,8,0,0,0,否,2026-03-21 08:20:44
淡水馬偕,9,5,0,0,否,2026-03-21 08:20:44
萬芳,9,3,0,1,否,2026-03-21 08:20:44
部立雙和,14,2,0,0,否,2026-03-21 08:20:44
臺大新竹,8,0,0,0,否,2026-03-21 08:20:44
林口長庚,77,3,0,11,是,2026-03-21 08:20:44
中榮,2,0,0,1,否,2026-03-21 08:20:44
彰基,0,2,0,1,否,2026-03-21 08:20:44
彰基兒醫,-,-,-,-,否,2026-03-21 08:20:44
中國兒醫,-,-,-,-,否,2026-03-21 08:20:44
中山附醫,6,6,0,0,否,2026-03-21 08:20:44
中國附醫,26,5,0,6,否,2026-03-21 08:20:44
成大,38,3,0,3,否,2026-03-21 08:20:44
永康奇美,13,1,0,0,否,2026-03-21 08:20:44
高雄榮總,6,0,0,0,否,2026-03-21 08:20:44
高雄長庚,18,2,0,0,否,2026-03-21 08:20:44
義大醫院,1,1,0,0,否,2026-03-21 08:20:44
高醫,29,1,0,3,否,2026-03-21 08:20:44
花蓮慈濟,14,1,0,0,是,2026-03-21 08:20:44
