醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,76,0,0,2,否,2026-03-30 03:55:11
台大兒醫,0,0,0,0,否,2026-03-30 03:55:11
三總,35,0,0,4,否,2026-03-30 03:55:11
北榮,23,3,0,0,否,2026-03-30 03:55:11
台北國泰,11,4,9,2,是,2026-03-30 03:55:11
台北馬偕,45,3,0,0,否,2026-03-30 03:55:11
馬偕兒醫,-,-,-,-,否,2026-03-30 03:55:11
新光,21,0,0,0,否,2026-03-30 03:55:11
亞東,20,6,21,2,否,2026-03-30 03:55:11
台北慈濟,27,0,0,6,否,2026-03-30 03:55:11
淡水馬偕,23,2,0,7,否,2026-03-30 03:55:11
萬芳,28,3,0,2,否,2026-03-30 03:55:11
部立雙和,32,3,0,3,否,2026-03-30 03:55:11
臺大新竹,14,2,0,0,否,2026-03-30 03:55:11
林口長庚,112,6,11,7,否,2026-03-30 03:55:11
中榮,24,3,0,3,否,2026-03-30 03:55:12
彰基,20,3,0,3,否,2026-03-30 03:55:12
彰基兒醫,-,-,-,-,否,2026-03-30 03:55:12
中國兒醫,-,-,-,-,否,2026-03-30 03:55:12
中山附醫,13,2,0,1,否,2026-03-30 03:55:12
中國附醫,14,4,0,1,否,2026-03-30 03:55:12
成大,76,3,24,1,是,2026-03-30 03:55:12
永康奇美,54,5,0,4,否,2026-03-30 03:55:12
高雄榮總,42,1,0,3,否,2026-03-30 03:55:12
高雄長庚,97,1,0,3,是,2026-03-30 03:55:12
義大醫院,20,1,0,1,否,2026-03-30 03:55:12
高醫,40,1,0,0,否,2026-03-30 03:55:12
花蓮慈濟,52,2,0,0,是,2026-03-30 03:55:12
