醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,96,4,0,2,是,2026-03-01 03:37:09
台大兒醫,0,0,0,0,否,2026-03-01 03:37:09
三總,4,3,0,5,否,2026-03-01 03:37:09
北榮,25,2,0,0,否,2026-03-01 03:37:09
台北國泰,10,1,1,1,否,2026-03-01 03:37:09
台北馬偕,21,2,0,0,否,2026-03-01 03:37:09
馬偕兒醫,-,-,-,-,否,2026-03-01 03:37:10
新光,7,2,0,0,否,2026-03-01 03:37:10
亞東,26,10,24,1,否,2026-03-01 03:37:10
台北慈濟,4,1,0,0,否,2026-03-01 03:37:10
淡水馬偕,9,1,0,3,否,2026-03-01 03:37:10
萬芳,14,0,0,3,否,2026-03-01 03:37:10
部立雙和,11,2,0,0,否,2026-03-01 03:37:10
臺大新竹,12,0,0,0,否,2026-03-01 03:37:10
林口長庚,86,2,0,12,否,2026-03-01 03:37:10
中榮,5,3,0,3,否,2026-03-01 03:37:10
彰基,10,5,0,0,否,2026-03-01 03:37:10
彰基兒醫,-,-,-,-,否,2026-03-01 03:37:10
中國兒醫,-,-,-,-,否,2026-03-01 03:37:10
中山附醫,9,2,0,0,否,2026-03-01 03:37:10
中國附醫,7,9,0,1,否,2026-03-01 03:37:10
成大,64,5,20,4,是,2026-03-01 03:37:10
永康奇美,17,9,0,1,否,2026-03-01 03:37:10
高雄榮總,28,4,0,6,否,2026-03-01 03:37:10
高雄長庚,60,2,0,5,否,2026-03-01 03:37:10
義大醫院,7,5,0,0,否,2026-03-01 03:37:10
高醫,18,2,0,1,否,2026-03-01 03:37:10
花蓮慈濟,17,0,0,0,否,2026-03-01 03:37:10
