醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,77,2,0,1,否,2026-04-24 04:13:40
台大兒醫,0,0,0,0,否,2026-04-24 04:13:40
三總,31,0,0,1,否,2026-04-24 04:13:41
北榮,20,5,0,2,否,2026-04-24 04:13:41
台北國泰,17,0,0,2,否,2026-04-24 04:13:41
台北馬偕,55,4,0,2,否,2026-04-24 04:13:41
馬偕兒醫,-,-,-,-,否,2026-04-24 04:13:41
新光,29,1,0,0,否,2026-04-24 04:13:41
亞東,20,2,22,6,否,2026-04-24 04:13:41
台北慈濟,26,1,0,0,否,2026-04-24 04:13:41
淡水馬偕,12,2,0,5,否,2026-04-24 04:13:41
萬芳,35,4,0,3,否,2026-04-24 04:13:41
部立雙和,13,2,0,0,否,2026-04-24 04:13:41
臺大新竹,11,1,0,0,否,2026-04-24 04:13:41
林口長庚,78,2,0,0,否,2026-04-24 04:13:41
中榮,20,0,0,4,否,2026-04-24 04:13:41
彰基,0,1,0,1,否,2026-04-24 04:13:41
彰基兒醫,-,-,-,-,否,2026-04-24 04:13:41
中國兒醫,-,-,-,-,否,2026-04-24 04:13:41
中山附醫,21,0,0,1,否,2026-04-24 04:13:41
中國附醫,17,3,0,1,否,2026-04-24 04:13:41
成大,63,1,25,2,是,2026-04-24 04:13:41
永康奇美,50,3,0,1,否,2026-04-24 04:13:41
高雄榮總,23,3,0,1,是,2026-04-24 04:13:41
高雄長庚,15,5,0,1,否,2026-04-24 04:13:41
義大醫院,14,1,0,0,否,2026-04-24 04:13:41
高醫,36,3,0,1,否,2026-04-24 04:13:41
花蓮慈濟,30,4,0,4,否,2026-04-24 04:13:41
