醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,99,0,0,2,否,2026-03-18 03:36:06
台大兒醫,0,0,0,0,否,2026-03-18 03:36:06
三總,53,0,0,3,否,2026-03-18 03:36:06
北榮,29,1,0,0,否,2026-03-18 03:36:06
台北國泰,24,1,9,0,是,2026-03-18 03:36:06
台北馬偕,50,4,0,0,否,2026-03-18 03:36:06
馬偕兒醫,-,-,-,-,否,2026-03-18 03:36:06
新光,16,2,0,1,否,2026-03-18 03:36:06
亞東,46,6,28,1,否,2026-03-18 03:36:06
台北慈濟,13,2,0,1,否,2026-03-18 03:36:06
淡水馬偕,20,2,0,4,否,2026-03-18 03:36:06
萬芳,26,2,0,1,否,2026-03-18 03:36:06
部立雙和,43,0,0,0,否,2026-03-18 03:36:06
臺大新竹,13,2,0,0,否,2026-03-18 03:36:06
林口長庚,111,4,34,8,是,2026-03-18 03:36:06
中榮,30,3,0,3,否,2026-03-18 03:36:06
彰基,17,3,0,0,否,2026-03-18 03:36:06
彰基兒醫,-,-,-,-,否,2026-03-18 03:36:06
中國兒醫,-,-,-,-,否,2026-03-18 03:36:06
中山附醫,26,2,0,0,否,2026-03-18 03:36:06
中國附醫,44,4,0,1,否,2026-03-18 03:36:06
成大,58,0,15,3,是,2026-03-18 03:36:06
永康奇美,49,1,0,0,否,2026-03-18 03:36:07
高雄榮總,33,2,0,0,否,2026-03-18 03:36:07
高雄長庚,51,1,0,3,否,2026-03-18 03:36:07
義大醫院,27,1,0,0,否,2026-03-18 03:36:07
高醫,52,1,0,7,否,2026-03-18 03:36:07
花蓮慈濟,53,0,0,0,否,2026-03-18 03:36:07
