醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,84,0,0,3,否,2026-03-15 08:26:08
台大兒醫,0,0,0,0,否,2026-03-15 08:26:08
三總,36,1,0,5,否,2026-03-15 08:26:08
北榮,9,2,0,3,否,2026-03-15 08:26:08
台北國泰,18,1,0,3,否,2026-03-15 08:26:08
台北馬偕,24,6,0,1,否,2026-03-15 08:26:08
馬偕兒醫,-,-,-,-,否,2026-03-15 08:26:08
新光,2,2,0,0,否,2026-03-15 08:26:08
亞東,23,3,13,1,否,2026-03-15 08:26:08
台北慈濟,26,3,0,0,否,2026-03-15 08:26:08
淡水馬偕,12,5,0,3,否,2026-03-15 08:26:08
萬芳,4,2,0,0,否,2026-03-15 08:26:08
部立雙和,32,5,0,0,否,2026-03-15 08:26:08
臺大新竹,3,1,0,0,否,2026-03-15 08:26:08
林口長庚,111,9,0,4,否,2026-03-15 08:26:08
中榮,2,1,0,2,否,2026-03-15 08:26:08
彰基,4,4,0,2,否,2026-03-15 08:26:09
彰基兒醫,-,-,-,-,否,2026-03-15 08:26:09
中國兒醫,-,-,-,-,否,2026-03-15 08:26:09
中山附醫,10,2,0,1,否,2026-03-15 08:26:09
中國附醫,9,9,0,2,否,2026-03-15 08:26:09
成大,44,5,0,3,否,2026-03-15 08:26:09
永康奇美,40,1,0,2,否,2026-03-15 08:26:09
高雄榮總,18,1,0,0,否,2026-03-15 08:26:09
高雄長庚,51,0,0,0,否,2026-03-15 08:26:09
義大醫院,6,3,0,0,否,2026-03-15 08:26:09
高醫,34,5,0,2,否,2026-03-15 08:26:09
花蓮慈濟,25,0,0,1,否,2026-03-15 08:26:09
