醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,79,0,0,2,是,2026-04-14 09:09:10
台大兒醫,0,0,0,0,否,2026-04-14 09:09:10
三總,48,0,0,0,是,2026-04-14 09:09:10
北榮,36,6,0,1,否,2026-04-14 09:09:10
台北國泰,20,1,1,3,否,2026-04-14 09:09:10
台北馬偕,52,2,0,3,否,2026-04-14 09:09:11
馬偕兒醫,-,-,-,-,否,2026-04-14 09:09:11
新光,19,3,0,0,否,2026-04-14 09:09:11
亞東,42,4,17,0,否,2026-04-14 09:09:11
台北慈濟,27,5,0,2,否,2026-04-14 09:09:11
淡水馬偕,15,1,0,1,否,2026-04-14 09:09:11
萬芳,40,2,0,2,否,2026-04-14 09:09:11
部立雙和,37,3,0,0,否,2026-04-14 09:09:11
臺大新竹,11,0,10,0,是,2026-04-14 09:09:11
林口長庚,126,7,24,1,是,2026-04-14 09:09:11
中榮,42,0,0,6,否,2026-04-14 09:09:11
彰基,32,0,0,3,否,2026-04-14 09:09:11
彰基兒醫,-,-,-,-,否,2026-04-14 09:09:11
中國兒醫,-,-,-,-,否,2026-04-14 09:09:11
中山附醫,24,0,0,0,否,2026-04-14 09:09:11
中國附醫,30,5,0,8,否,2026-04-14 09:09:11
成大,42,4,0,1,否,2026-04-14 09:09:11
永康奇美,36,2,0,0,否,2026-04-14 09:09:11
高雄榮總,28,1,0,0,否,2026-04-14 09:09:11
高雄長庚,79,1,0,6,是,2026-04-14 09:09:11
義大醫院,29,0,0,0,否,2026-04-14 09:09:11
高醫,59,1,0,3,否,2026-04-14 09:09:11
花蓮慈濟,42,0,0,0,否,2026-04-14 09:09:11
