醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,87,2,0,2,否,2026-03-17 08:40:07
台大兒醫,0,0,0,0,否,2026-03-17 08:40:07
三總,45,1,0,4,否,2026-03-17 08:40:07
北榮,15,3,0,0,否,2026-03-17 08:40:07
台北國泰,24,1,7,0,是,2026-03-17 08:40:07
台北馬偕,52,4,0,3,否,2026-03-17 08:40:07
馬偕兒醫,-,-,-,-,否,2026-03-17 08:40:07
新光,12,1,0,0,否,2026-03-17 08:40:07
亞東,40,4,37,3,否,2026-03-17 08:40:08
台北慈濟,17,1,0,1,否,2026-03-17 08:40:08
淡水馬偕,22,1,0,4,否,2026-03-17 08:40:08
萬芳,17,1,0,1,否,2026-03-17 08:40:08
部立雙和,32,4,0,0,否,2026-03-17 08:40:08
臺大新竹,22,1,5,1,是,2026-03-17 08:40:08
林口長庚,96,5,22,8,否,2026-03-17 08:40:08
中榮,17,0,0,3,否,2026-03-17 08:40:08
彰基,31,1,0,0,否,2026-03-17 08:40:08
彰基兒醫,-,-,-,-,否,2026-03-17 08:40:08
中國兒醫,-,-,-,-,否,2026-03-17 08:40:08
中山附醫,16,2,0,0,否,2026-03-17 08:40:08
中國附醫,35,1,0,2,否,2026-03-17 08:40:08
成大,47,3,7,1,否,2026-03-17 08:40:08
永康奇美,46,1,0,1,否,2026-03-17 08:40:08
高雄榮總,43,0,0,1,否,2026-03-17 08:40:08
高雄長庚,55,1,0,1,否,2026-03-17 08:40:08
義大醫院,15,0,0,0,否,2026-03-17 08:40:08
高醫,49,1,0,3,是,2026-03-17 08:40:08
花蓮慈濟,49,0,0,1,否,2026-03-17 08:40:08
