醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,71,3,0,2,是,2026-04-10 03:56:05
台大兒醫,0,0,0,0,否,2026-04-10 03:56:05
三總,50,1,0,2,否,2026-04-10 03:56:05
北榮,30,3,0,0,否,2026-04-10 03:56:05
台北國泰,29,1,10,1,是,2026-04-10 03:56:05
台北馬偕,45,5,0,1,否,2026-04-10 03:56:05
馬偕兒醫,-,-,-,-,否,2026-04-10 03:56:05
新光,22,1,0,0,是,2026-04-10 03:56:05
亞東,36,3,33,0,是,2026-04-10 03:56:05
台北慈濟,27,1,0,1,否,2026-04-10 03:56:05
淡水馬偕,15,1,0,4,否,2026-04-10 03:56:05
萬芳,29,4,0,1,否,2026-04-10 03:56:05
部立雙和,20,2,0,1,否,2026-04-10 03:56:05
臺大新竹,13,0,0,0,否,2026-04-10 03:56:05
林口長庚,84,3,0,4,否,2026-04-10 03:56:05
中榮,38,3,0,1,否,2026-04-10 03:56:05
彰基,10,4,0,2,否,2026-04-10 03:56:05
彰基兒醫,-,-,-,-,否,2026-04-10 03:56:05
中國兒醫,-,-,-,-,否,2026-04-10 03:56:06
中山附醫,25,1,0,0,否,2026-04-10 03:56:06
中國附醫,21,3,0,4,否,2026-04-10 03:56:06
成大,64,4,25,0,是,2026-04-10 03:56:06
永康奇美,61,0,0,0,否,2026-04-10 03:56:06
高雄榮總,32,1,0,0,否,2026-04-10 03:56:06
高雄長庚,61,3,0,1,否,2026-04-10 03:56:06
義大醫院,3,2,0,0,否,2026-04-10 03:56:06
高醫,32,5,0,3,否,2026-04-10 03:56:06
花蓮慈濟,30,1,0,0,否,2026-04-10 03:56:06
