醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,82,1,0,1,否,2026-04-21 03:59:35
台大兒醫,0,0,0,0,否,2026-04-21 03:59:35
三總,45,1,0,7,否,2026-04-21 03:59:35
北榮,23,4,0,0,否,2026-04-21 03:59:35
台北國泰,8,0,0,2,否,2026-04-21 03:59:35
台北馬偕,59,2,0,6,否,2026-04-21 03:59:35
馬偕兒醫,-,-,-,-,否,2026-04-21 03:59:35
新光,28,0,0,0,否,2026-04-21 03:59:35
亞東,36,3,16,1,否,2026-04-21 03:59:35
台北慈濟,25,2,0,1,否,2026-04-21 03:59:35
淡水馬偕,16,1,0,1,否,2026-04-21 03:59:35
萬芳,30,3,0,0,否,2026-04-21 03:59:35
部立雙和,42,5,0,1,否,2026-04-21 03:59:35
臺大新竹,17,0,0,0,否,2026-04-21 03:59:35
林口長庚,128,9,23,3,是,2026-04-21 03:59:36
中榮,36,2,0,4,否,2026-04-21 03:59:36
彰基,16,5,0,0,否,2026-04-21 03:59:36
彰基兒醫,-,-,-,-,否,2026-04-21 03:59:36
中國兒醫,-,-,-,-,否,2026-04-21 03:59:36
中山附醫,26,1,0,1,否,2026-04-21 03:59:36
中國附醫,29,3,0,5,否,2026-04-21 03:59:36
成大,50,3,9,3,否,2026-04-21 03:59:36
永康奇美,43,4,0,1,否,2026-04-21 03:59:36
高雄榮總,27,1,0,1,否,2026-04-21 03:59:36
高雄長庚,52,4,0,0,否,2026-04-21 03:59:36
義大醫院,30,3,0,0,否,2026-04-21 03:59:36
高醫,71,2,32,6,是,2026-04-21 03:59:36
花蓮慈濟,56,0,0,1,否,2026-04-21 03:59:36
