醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,115,1,0,4,否,2026-03-03 08:30:19
台大兒醫,0,0,0,0,否,2026-03-03 08:30:19
三總,38,1,0,4,否,2026-03-03 08:30:19
北榮,25,3,0,3,否,2026-03-03 08:30:19
台北國泰,21,0,0,6,否,2026-03-03 08:30:19
台北馬偕,45,2,0,3,否,2026-03-03 08:30:19
馬偕兒醫,-,-,-,-,否,2026-03-03 08:30:19
新光,14,1,0,0,否,2026-03-03 08:30:19
亞東,29,3,11,1,是,2026-03-03 08:30:19
台北慈濟,24,1,0,2,否,2026-03-03 08:30:19
淡水馬偕,13,2,0,1,否,2026-03-03 08:30:19
萬芳,17,1,0,0,否,2026-03-03 08:30:20
部立雙和,24,1,0,0,否,2026-03-03 08:30:20
臺大新竹,22,2,10,0,是,2026-03-03 08:30:20
林口長庚,106,4,16,10,否,2026-03-03 08:30:20
中榮,9,0,0,2,否,2026-03-03 08:30:20
彰基,15,1,0,0,否,2026-03-03 08:30:20
彰基兒醫,-,-,-,-,否,2026-03-03 08:30:20
中國兒醫,-,-,-,-,否,2026-03-03 08:30:20
中山附醫,14,4,0,1,否,2026-03-03 08:30:20
中國附醫,30,8,0,6,否,2026-03-03 08:30:20
成大,63,0,10,5,是,2026-03-03 08:30:20
永康奇美,43,5,0,0,否,2026-03-03 08:30:20
高雄榮總,42,2,0,2,否,2026-03-03 08:30:20
高雄長庚,94,1,0,5,是,2026-03-03 08:30:20
義大醫院,22,0,0,3,否,2026-03-03 08:30:20
高醫,35,1,0,3,否,2026-03-03 08:30:20
花蓮慈濟,22,0,0,0,否,2026-03-03 08:30:20
