醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,81,2,0,1,否,2026-03-14 03:22:39
台大兒醫,0,0,0,0,否,2026-03-14 03:22:39
三總,28,0,0,2,否,2026-03-14 03:22:39
北榮,29,2,0,2,否,2026-03-14 03:22:39
台北國泰,21,3,5,3,否,2026-03-14 03:22:39
台北馬偕,27,0,0,1,否,2026-03-14 03:22:39
馬偕兒醫,-,-,-,-,否,2026-03-14 03:22:40
新光,12,0,0,0,否,2026-03-14 03:22:40
亞東,22,1,15,1,否,2026-03-14 03:22:40
台北慈濟,23,1,0,0,否,2026-03-14 03:22:40
淡水馬偕,10,2,0,2,否,2026-03-14 03:22:40
萬芳,13,1,0,0,否,2026-03-14 03:22:40
部立雙和,12,4,0,0,否,2026-03-14 03:22:40
臺大新竹,20,1,3,0,是,2026-03-14 03:22:40
林口長庚,82,2,0,2,否,2026-03-14 03:22:40
中榮,15,2,0,1,否,2026-03-14 03:22:40
彰基,0,3,0,7,否,2026-03-14 03:22:40
彰基兒醫,-,-,-,-,否,2026-03-14 03:22:40
中國兒醫,-,-,-,-,否,2026-03-14 03:22:40
中山附醫,13,0,0,0,否,2026-03-14 03:22:40
中國附醫,18,7,0,6,否,2026-03-14 03:22:40
成大,49,3,0,2,否,2026-03-14 03:22:40
永康奇美,26,2,0,0,否,2026-03-14 03:22:40
高雄榮總,20,0,0,3,否,2026-03-14 03:22:40
高雄長庚,25,1,0,0,否,2026-03-14 03:22:40
義大醫院,5,1,0,0,否,2026-03-14 03:22:40
高醫,28,1,0,0,否,2026-03-14 03:22:40
花蓮慈濟,20,0,0,2,否,2026-03-14 03:22:40
