醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,87,1,0,0,是,2026-04-19 08:42:49
台大兒醫,0,0,0,0,否,2026-04-19 08:42:49
三總,34,3,0,3,否,2026-04-19 08:42:49
北榮,11,2,0,0,否,2026-04-19 08:42:49
台北國泰,3,1,0,0,否,2026-04-19 08:42:49
台北馬偕,49,2,0,6,否,2026-04-19 08:42:49
馬偕兒醫,-,-,-,-,否,2026-04-19 08:42:49
新光,21,1,0,0,否,2026-04-19 08:42:49
亞東,16,4,18,0,否,2026-04-19 08:42:49
台北慈濟,19,4,0,1,否,2026-04-19 08:42:49
淡水馬偕,8,1,0,0,否,2026-04-19 08:42:49
萬芳,23,1,0,0,否,2026-04-19 08:42:49
部立雙和,60,0,0,0,否,2026-04-19 08:42:49
臺大新竹,9,0,0,0,否,2026-04-19 08:42:49
林口長庚,139,6,0,1,是,2026-04-19 08:42:49
中榮,5,0,0,3,否,2026-04-19 08:42:49
彰基,19,0,0,0,否,2026-04-19 08:42:49
彰基兒醫,-,-,-,-,否,2026-04-19 08:42:49
中國兒醫,-,-,-,-,否,2026-04-19 08:42:49
中山附醫,13,4,0,0,否,2026-04-19 08:42:49
中國附醫,7,4,0,3,否,2026-04-19 08:42:49
成大,34,3,0,4,否,2026-04-19 08:42:49
永康奇美,44,5,0,1,否,2026-04-19 08:42:49
高雄榮總,29,2,0,0,否,2026-04-19 08:42:50
高雄長庚,30,1,0,1,否,2026-04-19 08:42:50
義大醫院,12,3,0,0,否,2026-04-19 08:42:50
高醫,38,8,0,2,否,2026-04-19 08:42:50
花蓮慈濟,45,1,0,1,否,2026-04-19 08:42:50
