醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,75,1,0,1,否,2026-03-12 08:31:42
台大兒醫,0,0,0,0,否,2026-03-12 08:31:42
三總,22,2,0,7,否,2026-03-12 08:31:42
北榮,16,0,0,0,否,2026-03-12 08:31:42
台北國泰,21,0,0,2,否,2026-03-12 08:31:42
台北馬偕,33,1,0,1,否,2026-03-12 08:31:42
馬偕兒醫,-,-,-,-,否,2026-03-12 08:31:42
新光,10,5,0,0,否,2026-03-12 08:31:42
亞東,27,5,21,0,否,2026-03-12 08:31:42
台北慈濟,26,0,0,1,否,2026-03-12 08:31:42
淡水馬偕,14,0,0,1,否,2026-03-12 08:31:42
萬芳,18,4,0,4,否,2026-03-12 08:31:42
部立雙和,20,2,0,0,否,2026-03-12 08:31:42
臺大新竹,19,0,4,0,是,2026-03-12 08:31:42
林口長庚,74,4,0,5,否,2026-03-12 08:31:42
中榮,15,2,0,1,否,2026-03-12 08:31:42
彰基,0,1,0,2,否,2026-03-12 08:31:42
彰基兒醫,-,-,-,-,否,2026-03-12 08:31:42
中國兒醫,-,-,-,-,否,2026-03-12 08:31:42
中山附醫,22,3,0,0,否,2026-03-12 08:31:42
中國附醫,17,8,0,1,否,2026-03-12 08:31:42
成大,39,6,7,1,是,2026-03-12 08:31:42
永康奇美,15,11,0,1,否,2026-03-12 08:31:42
高雄榮總,16,2,0,0,否,2026-03-12 08:31:43
高雄長庚,71,1,0,5,否,2026-03-12 08:31:43
義大醫院,1,1,0,0,否,2026-03-12 08:31:43
高醫,46,0,0,2,否,2026-03-12 08:31:43
花蓮慈濟,23,0,0,0,否,2026-03-12 08:31:43
