醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,86,1,0,5,否,2026-02-25 08:36:44
台大兒醫,0,0,0,0,否,2026-02-25 08:36:44
三總,49,3,0,1,否,2026-02-25 08:36:44
北榮,16,1,0,0,否,2026-02-25 08:36:44
台北國泰,6,0,0,0,否,2026-02-25 08:36:44
台北馬偕,38,1,0,4,否,2026-02-25 08:36:44
馬偕兒醫,-,-,-,-,否,2026-02-25 08:36:44
新光,22,1,0,0,是,2026-02-25 08:36:44
亞東,20,3,25,0,是,2026-02-25 08:36:44
台北慈濟,5,1,0,4,否,2026-02-25 08:36:44
淡水馬偕,23,0,0,5,否,2026-02-25 08:36:44
萬芳,6,2,0,0,否,2026-02-25 08:36:44
部立雙和,14,2,0,0,否,2026-02-25 08:36:44
臺大新竹,13,0,0,0,否,2026-02-25 08:36:44
林口長庚,29,8,0,10,否,2026-02-25 08:36:44
中榮,10,3,0,0,否,2026-02-25 08:36:44
彰基,17,0,0,4,否,2026-02-25 08:36:44
彰基兒醫,-,-,-,-,否,2026-02-25 08:36:44
中國兒醫,-,-,-,-,否,2026-02-25 08:36:44
中山附醫,17,2,0,0,否,2026-02-25 08:36:44
中國附醫,24,8,0,2,否,2026-02-25 08:36:44
成大,67,2,30,5,否,2026-02-25 08:36:44
永康奇美,32,2,0,4,否,2026-02-25 08:36:44
高雄榮總,25,2,0,2,否,2026-02-25 08:36:44
高雄長庚,62,1,0,6,否,2026-02-25 08:36:44
義大醫院,30,0,0,0,否,2026-02-25 08:36:44
高醫,28,2,0,2,否,2026-02-25 08:36:45
花蓮慈濟,22,0,0,0,否,2026-02-25 08:36:45
