醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,89,0,0,0,否,2026-03-08 03:26:39
台大兒醫,0,0,0,0,否,2026-03-08 03:26:39
三總,32,3,0,5,否,2026-03-08 03:26:39
北榮,18,1,0,0,否,2026-03-08 03:26:39
台北國泰,9,2,0,1,否,2026-03-08 03:26:39
台北馬偕,17,4,0,1,否,2026-03-08 03:26:39
馬偕兒醫,-,-,-,-,否,2026-03-08 03:26:39
新光,5,3,0,0,否,2026-03-08 03:26:39
亞東,16,7,11,1,否,2026-03-08 03:26:39
台北慈濟,16,3,0,0,否,2026-03-08 03:26:39
淡水馬偕,5,2,0,1,否,2026-03-08 03:26:39
萬芳,14,1,0,1,否,2026-03-08 03:26:39
部立雙和,19,2,0,0,否,2026-03-08 03:26:39
臺大新竹,20,4,10,1,是,2026-03-08 03:26:39
林口長庚,87,2,0,6,否,2026-03-08 03:26:39
中榮,4,1,0,3,否,2026-03-08 03:26:39
彰基,2,3,0,2,否,2026-03-08 03:26:39
彰基兒醫,-,-,-,-,否,2026-03-08 03:26:39
中國兒醫,-,-,-,-,否,2026-03-08 03:26:39
中山附醫,10,1,0,0,否,2026-03-08 03:26:39
中國附醫,13,7,0,2,否,2026-03-08 03:26:39
成大,49,1,18,2,是,2026-03-08 03:26:39
永康奇美,27,6,0,0,否,2026-03-08 03:26:39
高雄榮總,11,1,0,2,否,2026-03-08 03:26:40
高雄長庚,51,0,0,3,否,2026-03-08 03:26:40
義大醫院,3,0,0,0,否,2026-03-08 03:26:40
高醫,30,5,0,3,是,2026-03-08 03:26:40
花蓮慈濟,30,0,0,0,否,2026-03-08 03:26:40
