醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,110,1,0,3,否,2026-03-10 03:22:37
台大兒醫,0,0,0,0,否,2026-03-10 03:22:37
三總,41,3,0,5,否,2026-03-10 03:22:37
北榮,37,4,0,0,否,2026-03-10 03:22:37
台北國泰,30,1,7,1,是,2026-03-10 03:22:37
台北馬偕,32,3,0,3,否,2026-03-10 03:22:37
馬偕兒醫,-,-,-,-,否,2026-03-10 03:22:37
新光,20,1,0,0,否,2026-03-10 03:22:37
亞東,35,1,16,4,否,2026-03-10 03:22:37
台北慈濟,22,2,0,5,否,2026-03-10 03:22:37
淡水馬偕,11,0,0,3,否,2026-03-10 03:22:38
萬芳,27,5,0,6,否,2026-03-10 03:22:38
部立雙和,24,1,0,0,否,2026-03-10 03:22:38
臺大新竹,40,2,15,1,是,2026-03-10 03:22:38
林口長庚,118,7,24,12,是,2026-03-10 03:22:38
中榮,30,0,0,2,否,2026-03-10 03:22:38
彰基,4,1,0,0,否,2026-03-10 03:22:38
彰基兒醫,-,-,-,-,否,2026-03-10 03:22:38
中國兒醫,-,-,-,-,否,2026-03-10 03:22:38
中山附醫,26,2,0,0,否,2026-03-10 03:22:38
中國附醫,22,8,0,3,否,2026-03-10 03:22:38
成大,57,3,11,2,否,2026-03-10 03:22:38
永康奇美,54,0,0,2,否,2026-03-10 03:22:38
高雄榮總,30,0,0,5,否,2026-03-10 03:22:38
高雄長庚,84,1,0,4,是,2026-03-10 03:22:38
義大醫院,11,1,0,0,否,2026-03-10 03:22:38
高醫,57,1,10,3,否,2026-03-10 03:22:38
花蓮慈濟,32,0,0,0,否,2026-03-10 03:22:38
