醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,81,4,0,1,否,2026-04-15 03:56:15
台大兒醫,0,0,0,0,否,2026-04-15 03:56:15
三總,52,1,0,0,否,2026-04-15 03:56:15
北榮,45,3,0,1,否,2026-04-15 03:56:15
台北國泰,20,0,0,3,否,2026-04-15 03:56:15
台北馬偕,57,3,0,0,否,2026-04-15 03:56:15
馬偕兒醫,-,-,-,-,否,2026-04-15 03:56:15
新光,36,3,0,0,是,2026-04-15 03:56:15
亞東,46,3,27,2,否,2026-04-15 03:56:15
台北慈濟,30,2,0,0,否,2026-04-15 03:56:15
淡水馬偕,13,0,0,1,否,2026-04-15 03:56:15
萬芳,45,1,0,2,否,2026-04-15 03:56:15
部立雙和,39,4,2,0,是,2026-04-15 03:56:15
臺大新竹,15,0,0,0,否,2026-04-15 03:56:15
林口長庚,126,6,23,1,是,2026-04-15 03:56:15
中榮,42,3,0,5,否,2026-04-15 03:56:15
彰基,28,2,0,1,否,2026-04-15 03:56:15
彰基兒醫,-,-,-,-,否,2026-04-15 03:56:16
中國兒醫,-,-,-,-,否,2026-04-15 03:56:16
中山附醫,29,4,0,1,否,2026-04-15 03:56:16
中國附醫,28,5,0,3,否,2026-04-15 03:56:16
成大,54,6,13,2,否,2026-04-15 03:56:16
永康奇美,37,3,0,0,否,2026-04-15 03:56:16
高雄榮總,37,2,0,0,否,2026-04-15 03:56:16
高雄長庚,85,7,0,4,是,2026-04-15 03:56:16
義大醫院,31,0,0,0,否,2026-04-15 03:56:16
高醫,70,5,19,2,是,2026-04-15 03:56:16
花蓮慈濟,39,0,0,2,否,2026-04-15 03:56:16
