醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,60,0,0,1,否,2026-04-04 08:30:12
台大兒醫,0,0,0,0,否,2026-04-04 08:30:12
三總,3,0,0,1,否,2026-04-04 08:30:12
北榮,6,4,0,2,否,2026-04-04 08:30:12
台北國泰,5,1,0,1,否,2026-04-04 08:30:12
台北馬偕,19,2,0,0,否,2026-04-04 08:30:12
馬偕兒醫,-,-,-,-,否,2026-04-04 08:30:12
新光,1,1,0,0,否,2026-04-04 08:30:12
亞東,6,9,27,0,否,2026-04-04 08:30:13
台北慈濟,3,2,0,0,否,2026-04-04 08:30:13
淡水馬偕,13,1,0,5,否,2026-04-04 08:30:13
萬芳,14,4,0,1,否,2026-04-04 08:30:13
部立雙和,9,1,0,0,否,2026-04-04 08:30:13
臺大新竹,15,2,0,0,否,2026-04-04 08:30:13
林口長庚,34,4,0,2,否,2026-04-04 08:30:13
中榮,4,1,0,1,否,2026-04-04 08:30:13
彰基,0,4,0,0,否,2026-04-04 08:30:13
彰基兒醫,-,-,-,-,否,2026-04-04 08:30:13
中國兒醫,-,-,-,-,否,2026-04-04 08:30:13
中山附醫,6,1,0,0,否,2026-04-04 08:30:13
中國附醫,4,3,0,3,否,2026-04-04 08:30:13
成大,11,1,0,1,否,2026-04-04 08:30:13
永康奇美,15,0,0,1,否,2026-04-04 08:30:13
高雄榮總,4,3,0,0,否,2026-04-04 08:30:13
高雄長庚,7,0,0,4,否,2026-04-04 08:30:13
義大醫院,1,0,0,0,否,2026-04-04 08:30:13
高醫,18,1,0,1,否,2026-04-04 08:30:13
花蓮慈濟,7,0,0,0,否,2026-04-04 08:30:13
