醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,75,6,0,4,否,2026-02-24 08:35:36
台大兒醫,0,0,0,0,否,2026-02-24 08:35:36
三總,46,0,0,2,否,2026-02-24 08:35:36
北榮,16,4,0,2,否,2026-02-24 08:35:36
台北國泰,8,1,0,3,否,2026-02-24 08:35:36
台北馬偕,33,2,0,1,否,2026-02-24 08:35:36
馬偕兒醫,-,-,-,-,否,2026-02-24 08:35:37
新光,19,0,0,0,否,2026-02-24 08:35:37
亞東,30,6,10,0,是,2026-02-24 08:35:37
台北慈濟,15,5,0,1,否,2026-02-24 08:35:37
淡水馬偕,26,1,0,8,否,2026-02-24 08:35:37
萬芳,9,2,0,1,否,2026-02-24 08:35:37
部立雙和,14,4,0,1,否,2026-02-24 08:35:37
臺大新竹,14,0,0,0,否,2026-02-24 08:35:37
林口長庚,63,14,0,4,否,2026-02-24 08:35:37
中榮,18,0,0,2,否,2026-02-24 08:35:37
彰基,26,1,0,2,否,2026-02-24 08:35:37
彰基兒醫,-,-,-,-,否,2026-02-24 08:35:37
中國兒醫,-,-,-,-,否,2026-02-24 08:35:37
中山附醫,12,5,0,2,否,2026-02-24 08:35:37
中國附醫,20,7,0,1,否,2026-02-24 08:35:37
成大,56,3,21,6,否,2026-02-24 08:35:37
永康奇美,40,4,0,3,否,2026-02-24 08:35:37
高雄榮總,35,0,0,3,否,2026-02-24 08:35:37
高雄長庚,51,1,0,4,是,2026-02-24 08:35:37
義大醫院,31,1,0,0,否,2026-02-24 08:35:37
高醫,23,1,0,3,否,2026-02-24 08:35:37
花蓮慈濟,29,1,0,0,否,2026-02-24 08:35:37
