醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,88,2,0,7,否,2026-03-06 08:27:32
台大兒醫,0,0,0,0,否,2026-03-06 08:27:32
三總,43,1,0,4,否,2026-03-06 08:27:32
北榮,8,4,0,0,否,2026-03-06 08:27:32
台北國泰,15,1,0,4,否,2026-03-06 08:27:33
台北馬偕,42,2,0,1,否,2026-03-06 08:27:33
馬偕兒醫,-,-,-,-,否,2026-03-06 08:27:33
新光,6,1,0,0,否,2026-03-06 08:27:33
亞東,13,5,11,1,否,2026-03-06 08:27:33
台北慈濟,11,1,0,1,否,2026-03-06 08:27:33
淡水馬偕,13,0,0,1,否,2026-03-06 08:27:33
萬芳,15,5,0,2,否,2026-03-06 08:27:33
部立雙和,6,3,0,0,否,2026-03-06 08:27:33
臺大新竹,20,1,0,0,否,2026-03-06 08:27:33
林口長庚,54,3,0,9,否,2026-03-06 08:27:33
中榮,11,4,0,2,否,2026-03-06 08:27:33
彰基,0,0,0,2,否,2026-03-06 08:27:33
彰基兒醫,-,-,-,-,否,2026-03-06 08:27:33
中國兒醫,-,-,-,-,否,2026-03-06 08:27:33
中山附醫,10,2,0,0,否,2026-03-06 08:27:33
中國附醫,15,8,0,3,否,2026-03-06 08:27:33
成大,40,3,8,2,否,2026-03-06 08:27:33
永康奇美,13,5,0,0,否,2026-03-06 08:27:33
高雄榮總,23,0,0,3,否,2026-03-06 08:27:33
高雄長庚,40,1,0,0,否,2026-03-06 08:27:33
義大醫院,9,3,0,0,否,2026-03-06 08:27:33
高醫,18,2,0,2,否,2026-03-06 08:27:33
花蓮慈濟,14,0,0,0,否,2026-03-06 08:27:33
