醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,74,0,0,0,是,2026-04-28 04:30:05
台大兒醫,0,0,0,0,否,2026-04-28 04:30:05
三總,37,1,0,0,否,2026-04-28 04:30:05
北榮,40,2,0,1,否,2026-04-28 04:30:05
台北國泰,10,2,2,1,否,2026-04-28 04:30:05
台北馬偕,50,5,0,4,否,2026-04-28 04:30:05
馬偕兒醫,-,-,-,-,否,2026-04-28 04:30:05
新光,28,1,0,0,是,2026-04-28 04:30:05
亞東,37,3,28,5,否,2026-04-28 04:30:05
台北慈濟,27,1,0,0,否,2026-04-28 04:30:05
淡水馬偕,28,1,0,4,否,2026-04-28 04:30:06
萬芳,42,1,0,2,否,2026-04-28 04:30:06
部立雙和,17,1,0,1,否,2026-04-28 04:30:06
臺大新竹,19,0,10,1,是,2026-04-28 04:30:06
林口長庚,111,4,0,3,否,2026-04-28 04:30:06
中榮,34,3,0,0,否,2026-04-28 04:30:06
彰基,24,0,0,0,否,2026-04-28 04:30:06
彰基兒醫,-,-,-,-,否,2026-04-28 04:30:06
中國兒醫,-,-,-,-,否,2026-04-28 04:30:06
中山附醫,24,3,0,0,否,2026-04-28 04:30:06
中國附醫,24,4,0,4,否,2026-04-28 04:30:06
成大,63,1,25,5,是,2026-04-28 04:30:06
永康奇美,43,1,0,3,否,2026-04-28 04:30:06
高雄榮總,27,2,0,0,否,2026-04-28 04:30:06
高雄長庚,25,2,0,3,否,2026-04-28 04:30:06
義大醫院,33,1,0,0,否,2026-04-28 04:30:06
高醫,45,3,0,1,否,2026-04-28 04:30:06
花蓮慈濟,49,1,0,2,否,2026-04-28 04:30:06
