醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,77,2,0,1,否,2026-04-05 08:32:50
台大兒醫,0,0,0,0,否,2026-04-05 08:32:50
三總,8,0,0,0,否,2026-04-05 08:32:50
北榮,4,3,0,0,否,2026-04-05 08:32:50
台北國泰,14,3,1,2,否,2026-04-05 08:32:50
台北馬偕,18,5,0,0,否,2026-04-05 08:32:50
馬偕兒醫,-,-,-,-,否,2026-04-05 08:32:50
新光,1,3,0,0,否,2026-04-05 08:32:51
亞東,18,10,22,0,否,2026-04-05 08:32:51
台北慈濟,14,2,0,3,否,2026-04-05 08:32:51
淡水馬偕,16,5,0,4,否,2026-04-05 08:32:51
萬芳,14,1,0,1,否,2026-04-05 08:32:51
部立雙和,18,3,0,0,否,2026-04-05 08:32:51
臺大新竹,20,0,0,0,否,2026-04-05 08:32:51
林口長庚,63,4,0,4,否,2026-04-05 08:32:51
中榮,1,0,0,0,否,2026-04-05 08:32:51
彰基,4,3,0,0,否,2026-04-05 08:32:51
彰基兒醫,-,-,-,-,否,2026-04-05 08:32:51
中國兒醫,-,-,-,-,否,2026-04-05 08:32:51
中山附醫,6,0,0,0,否,2026-04-05 08:32:51
中國附醫,6,4,0,2,否,2026-04-05 08:32:51
成大,19,3,0,1,否,2026-04-05 08:32:51
永康奇美,28,4,0,2,否,2026-04-05 08:32:51
高雄榮總,12,2,0,0,否,2026-04-05 08:32:51
高雄長庚,28,4,0,4,否,2026-04-05 08:32:51
義大醫院,1,1,0,0,否,2026-04-05 08:32:51
高醫,38,4,0,3,否,2026-04-05 08:32:51
花蓮慈濟,11,2,0,0,否,2026-04-05 08:32:51
