醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,85,1,0,2,否,2026-02-28 08:17:56
台大兒醫,0,0,0,0,否,2026-02-28 08:17:56
三總,13,2,0,5,否,2026-02-28 08:17:56
北榮,15,9,0,1,否,2026-02-28 08:17:56
台北國泰,4,2,0,1,否,2026-02-28 08:17:56
台北馬偕,15,4,0,1,否,2026-02-28 08:17:56
馬偕兒醫,-,-,-,-,否,2026-02-28 08:17:56
新光,3,0,0,1,否,2026-02-28 08:17:56
亞東,18,2,10,0,否,2026-02-28 08:17:56
台北慈濟,2,1,0,2,否,2026-02-28 08:17:56
淡水馬偕,13,2,0,6,否,2026-02-28 08:17:56
萬芳,8,5,0,1,否,2026-02-28 08:17:56
部立雙和,2,1,0,0,否,2026-02-28 08:17:56
臺大新竹,8,2,0,0,否,2026-02-28 08:17:56
林口長庚,69,2,0,9,否,2026-02-28 08:17:56
中榮,3,3,0,1,否,2026-02-28 08:17:56
彰基,1,0,0,1,否,2026-02-28 08:17:57
彰基兒醫,-,-,-,-,否,2026-02-28 08:17:57
中國兒醫,-,-,-,-,否,2026-02-28 08:17:57
中山附醫,5,3,0,2,否,2026-02-28 08:17:57
中國附醫,4,8,0,2,否,2026-02-28 08:17:57
成大,64,5,20,4,是,2026-02-28 08:17:57
永康奇美,7,2,0,1,否,2026-02-28 08:17:57
高雄榮總,14,1,0,3,否,2026-02-28 08:17:57
高雄長庚,42,0,0,4,否,2026-02-28 08:17:57
義大醫院,4,1,0,0,否,2026-02-28 08:17:57
高醫,14,1,0,1,否,2026-02-28 08:17:57
花蓮慈濟,11,0,0,2,否,2026-02-28 08:17:57
