醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,54,1,13,2,否,2026-04-02 03:39:05
台大兒醫,0,0,0,0,否,2026-04-02 03:39:05
三總,37,0,0,9,否,2026-04-02 03:39:05
北榮,32,1,0,0,否,2026-04-02 03:39:05
台北國泰,21,0,0,1,否,2026-04-02 03:39:05
台北馬偕,45,3,0,1,否,2026-04-02 03:39:05
馬偕兒醫,-,-,-,-,否,2026-04-02 03:39:05
新光,14,2,0,0,否,2026-04-02 03:39:05
亞東,33,9,37,2,否,2026-04-02 03:39:05
台北慈濟,15,7,0,0,否,2026-04-02 03:39:05
淡水馬偕,12,3,0,2,否,2026-04-02 03:39:05
萬芳,29,1,0,0,否,2026-04-02 03:39:05
部立雙和,25,4,0,0,否,2026-04-02 03:39:06
臺大新竹,19,2,5,0,是,2026-04-02 03:39:06
林口長庚,47,4,0,7,否,2026-04-02 03:39:06
中榮,26,1,0,1,否,2026-04-02 03:39:06
彰基,18,1,0,1,否,2026-04-02 03:39:06
彰基兒醫,-,-,-,-,否,2026-04-02 03:39:06
中國兒醫,-,-,-,-,否,2026-04-02 03:39:06
中山附醫,19,1,0,0,否,2026-04-02 03:39:06
中國附醫,21,4,0,4,否,2026-04-02 03:39:06
成大,58,2,22,5,是,2026-04-02 03:39:06
永康奇美,15,3,0,0,否,2026-04-02 03:39:06
高雄榮總,16,4,0,0,否,2026-04-02 03:39:06
高雄長庚,48,4,0,4,否,2026-04-02 03:39:06
義大醫院,7,2,0,1,否,2026-04-02 03:39:06
高醫,47,0,0,4,否,2026-04-02 03:39:06
花蓮慈濟,24,1,0,1,否,2026-04-02 03:39:06
