醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,97,3,0,3,否,2026-03-04 08:28:19
台大兒醫,0,0,0,0,否,2026-03-04 08:28:19
三總,49,1,0,5,否,2026-03-04 08:28:19
北榮,8,4,0,2,否,2026-03-04 08:28:19
台北國泰,16,0,0,4,否,2026-03-04 08:28:19
台北馬偕,41,2,0,1,否,2026-03-04 08:28:19
馬偕兒醫,-,-,-,-,否,2026-03-04 08:28:19
新光,13,0,0,0,否,2026-03-04 08:28:20
亞東,32,1,16,1,否,2026-03-04 08:28:20
台北慈濟,18,1,0,1,否,2026-03-04 08:28:20
淡水馬偕,16,1,0,2,否,2026-03-04 08:28:20
萬芳,16,2,0,2,否,2026-03-04 08:28:20
部立雙和,30,1,0,1,否,2026-03-04 08:28:20
臺大新竹,25,0,15,0,是,2026-03-04 08:28:20
林口長庚,105,9,26,8,否,2026-03-04 08:28:20
中榮,16,1,0,2,否,2026-03-04 08:28:20
彰基,0,4,0,0,否,2026-03-04 08:28:20
彰基兒醫,-,-,-,-,否,2026-03-04 08:28:20
中國兒醫,-,-,-,-,否,2026-03-04 08:28:20
中山附醫,21,2,0,3,否,2026-03-04 08:28:20
中國附醫,33,7,0,6,否,2026-03-04 08:28:20
成大,54,0,2,1,否,2026-03-04 08:28:20
永康奇美,38,1,0,0,否,2026-03-04 08:28:20
高雄榮總,36,1,0,5,否,2026-03-04 08:28:20
高雄長庚,84,2,0,6,是,2026-03-04 08:28:20
義大醫院,25,5,0,1,否,2026-03-04 08:28:20
高醫,43,2,0,0,否,2026-03-04 08:28:20
花蓮慈濟,13,2,0,0,否,2026-03-04 08:28:20
