醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,51,3,0,2,否,2026-04-01 03:57:49
台大兒醫,0,0,0,0,否,2026-04-01 03:57:49
三總,30,0,0,5,否,2026-04-01 03:57:49
北榮,29,2,0,0,否,2026-04-01 03:57:49
台北國泰,26,2,10,3,是,2026-04-01 03:57:49
台北馬偕,51,6,0,3,否,2026-04-01 03:57:49
馬偕兒醫,-,-,-,-,否,2026-04-01 03:57:49
新光,20,0,0,0,否,2026-04-01 03:57:49
亞東,46,3,31,1,是,2026-04-01 03:57:50
台北慈濟,18,3,0,3,否,2026-04-01 03:57:50
淡水馬偕,18,1,0,3,否,2026-04-01 03:57:50
萬芳,37,6,0,3,否,2026-04-01 03:57:50
部立雙和,28,0,0,1,否,2026-04-01 03:57:50
臺大新竹,15,0,0,0,否,2026-04-01 03:57:50
林口長庚,65,1,0,10,否,2026-04-01 03:57:50
中榮,15,2,0,3,否,2026-04-01 03:57:50
彰基,12,0,0,1,否,2026-04-01 03:57:50
彰基兒醫,-,-,-,-,否,2026-04-01 03:57:50
中國兒醫,-,-,-,-,否,2026-04-01 03:57:50
中山附醫,25,2,0,0,否,2026-04-01 03:57:50
中國附醫,16,4,0,4,否,2026-04-01 03:57:50
成大,62,1,17,3,是,2026-04-01 03:57:50
永康奇美,33,7,0,0,否,2026-04-01 03:57:50
高雄榮總,23,2,0,1,否,2026-04-01 03:57:50
高雄長庚,77,2,0,1,否,2026-04-01 03:57:50
義大醫院,17,1,0,1,否,2026-04-01 03:57:50
高醫,41,5,2,0,否,2026-04-01 03:57:50
花蓮慈濟,35,1,0,0,否,2026-04-01 03:57:50
