醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,82,2,0,1,否,2026-03-08 08:20:21
台大兒醫,0,0,0,0,否,2026-03-08 08:20:21
三總,33,3,0,5,否,2026-03-08 08:20:22
北榮,13,1,0,0,否,2026-03-08 08:20:22
台北國泰,12,1,1,0,否,2026-03-08 08:20:22
台北馬偕,23,4,0,3,否,2026-03-08 08:20:22
馬偕兒醫,-,-,-,-,否,2026-03-08 08:20:22
新光,3,0,0,0,否,2026-03-08 08:20:22
亞東,15,4,18,1,否,2026-03-08 08:20:22
台北慈濟,19,1,0,0,否,2026-03-08 08:20:22
淡水馬偕,7,1,0,1,否,2026-03-08 08:20:22
萬芳,13,3,0,3,否,2026-03-08 08:20:22
部立雙和,14,4,0,0,否,2026-03-08 08:20:22
臺大新竹,21,1,12,0,是,2026-03-08 08:20:22
林口長庚,96,4,0,7,否,2026-03-08 08:20:22
中榮,5,0,0,6,否,2026-03-08 08:20:22
彰基,0,1,0,2,否,2026-03-08 08:20:22
彰基兒醫,-,-,-,-,否,2026-03-08 08:20:22
中國兒醫,-,-,-,-,否,2026-03-08 08:20:22
中山附醫,10,4,0,2,否,2026-03-08 08:20:22
中國附醫,12,7,0,4,否,2026-03-08 08:20:22
成大,57,4,19,2,是,2026-03-08 08:20:22
永康奇美,26,5,0,0,否,2026-03-08 08:20:22
高雄榮總,9,1,0,1,否,2026-03-08 08:20:22
高雄長庚,58,3,0,4,否,2026-03-08 08:20:22
義大醫院,1,4,0,0,否,2026-03-08 08:20:22
高醫,39,0,0,2,否,2026-03-08 08:20:22
花蓮慈濟,29,2,0,0,否,2026-03-08 08:20:23
