醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,54,1,0,2,否,2026-04-04 03:28:38
台大兒醫,0,0,0,0,否,2026-04-04 03:28:38
三總,14,1,0,2,否,2026-04-04 03:28:38
北榮,14,3,0,1,否,2026-04-04 03:28:38
台北國泰,8,2,1,2,否,2026-04-04 03:28:38
台北馬偕,22,3,0,0,否,2026-04-04 03:28:38
馬偕兒醫,-,-,-,-,否,2026-04-04 03:28:38
新光,0,0,0,0,否,2026-04-04 03:28:38
亞東,12,4,13,1,否,2026-04-04 03:28:38
台北慈濟,6,1,0,3,否,2026-04-04 03:28:38
淡水馬偕,15,1,0,5,否,2026-04-04 03:28:38
萬芳,27,2,0,2,否,2026-04-04 03:28:38
部立雙和,1,3,0,0,否,2026-04-04 03:28:38
臺大新竹,18,2,0,0,否,2026-04-04 03:28:38
林口長庚,46,6,0,1,否,2026-04-04 03:28:39
中榮,6,0,0,1,否,2026-04-04 03:28:39
彰基,2,2,0,0,否,2026-04-04 03:28:39
彰基兒醫,-,-,-,-,否,2026-04-04 03:28:39
中國兒醫,-,-,-,-,否,2026-04-04 03:28:39
中山附醫,14,0,0,0,否,2026-04-04 03:28:39
中國附醫,4,3,0,3,否,2026-04-04 03:28:39
成大,10,5,0,1,否,2026-04-04 03:28:39
永康奇美,19,4,0,2,否,2026-04-04 03:28:39
高雄榮總,11,3,0,0,否,2026-04-04 03:28:39
高雄長庚,5,3,0,4,否,2026-04-04 03:28:39
義大醫院,4,1,0,0,否,2026-04-04 03:28:39
高醫,27,3,0,3,否,2026-04-04 03:28:39
花蓮慈濟,11,0,0,0,否,2026-04-04 03:28:39
