醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,76,1,0,1,否,2026-04-17 09:08:21
台大兒醫,0,0,0,0,否,2026-04-17 09:08:21
三總,35,0,0,6,否,2026-04-17 09:08:21
北榮,29,4,0,1,否,2026-04-17 09:08:21
台北國泰,7,2,0,2,否,2026-04-17 09:08:21
台北馬偕,46,4,0,0,否,2026-04-17 09:08:21
馬偕兒醫,-,-,-,-,否,2026-04-17 09:08:21
新光,20,0,0,0,是,2026-04-17 09:08:21
亞東,19,4,12,2,否,2026-04-17 09:08:21
台北慈濟,19,0,0,0,否,2026-04-17 09:08:21
淡水馬偕,14,0,0,1,否,2026-04-17 09:08:21
萬芳,21,1,0,1,否,2026-04-17 09:08:21
部立雙和,40,3,0,0,否,2026-04-17 09:08:21
臺大新竹,5,3,0,1,否,2026-04-17 09:08:21
林口長庚,84,4,9,1,是,2026-04-17 09:08:22
中榮,20,0,0,3,否,2026-04-17 09:08:22
彰基,22,3,0,3,否,2026-04-17 09:08:22
彰基兒醫,-,-,-,-,否,2026-04-17 09:08:22
中國兒醫,-,-,-,-,否,2026-04-17 09:08:22
中山附醫,18,2,0,1,否,2026-04-17 09:08:22
中國附醫,15,4,0,2,否,2026-04-17 09:08:22
成大,34,3,0,0,否,2026-04-17 09:08:22
永康奇美,18,4,0,1,否,2026-04-17 09:08:22
高雄榮總,19,0,0,1,否,2026-04-17 09:08:22
高雄長庚,20,1,0,5,否,2026-04-17 09:08:22
義大醫院,13,1,0,0,否,2026-04-17 09:08:22
高醫,40,3,0,4,否,2026-04-17 09:08:22
花蓮慈濟,20,0,0,0,否,2026-04-17 09:08:22
